,workerId,comment,answer1,correct
828,c6mrkGkd,109,1,1
829,c6mrkGkd,0,-1,1
830,c6mrkGkd,115,1,1
831,c6mrkGkd,104,1,1
832,c6mrkGkd,47,1,1
833,c6mrkGkd,36,1,1
834,c6mrkGkd,78,1,0
835,c6mrkGkd,48,1,1
836,c6mrkGkd,21,1,0
837,c6mrkGkd,92,1,1
838,c6mrkGkd,38,1,1
839,c6mrkGkd,63,-1,1
840,ErpJxxu9,95,1,1
841,ErpJxxu9,32,1,1
842,ErpJxxu9,34,1,1
843,ErpJxxu9,63,-1,1
844,ErpJxxu9,6,-1,1
845,ErpJxxu9,110,1,1
846,ErpJxxu9,53,1,1
847,ErpJxxu9,82,1,0
848,ErpJxxu9,44,1,1
849,ErpJxxu9,17,1,0
850,ErpJxxu9,22,1,0
851,ErpJxxu9,29,1,0
852,ErpJxxu9,3,-1,1
853,ErpJxxu9,14,-1,1
854,ErpJxxu9,114,1,1
855,ErpJxxu9,100,1,1
856,ErpJxxu9,98,1,1
857,ErpJxxu9,47,1,1
858,ErpJxxu9,87,1,0
859,ErpJxxu9,103,1,1
860,ErpJxxu9,52,1,1
861,ErpJxxu9,70,1,0
862,ErpJxxu9,75,1,0
863,ErpJxxu9,61,-1,1
864,7AU2Zpwj,26,1,0
865,7AU2Zpwj,24,1,0
866,7AU2Zpwj,101,1,1
867,7AU2Zpwj,93,1,1
868,7AU2Zpwj,46,1,1
869,7AU2Zpwj,2,-1,1
870,7AU2Zpwj,12,-1,1
871,7AU2Zpwj,95,-1,1
872,7AU2Zpwj,33,1,1
873,7AU2Zpwj,5,-1,1
874,7AU2Zpwj,77,-1,1
875,7AU2Zpwj,13,1,0
876,7AU2Zpwj,83,-1,1
877,7AU2Zpwj,62,-1,1
878,7AU2Zpwj,41,1,1
879,7AU2Zpwj,31,1,1
880,7AU2Zpwj,103,1,1
881,7AU2Zpwj,54,1,1
882,7AU2Zpwj,75,1,0
883,7AU2Zpwj,82,-1,1
884,7AU2Zpwj,61,-1,1
885,7AU2Zpwj,111,1,1
886,7AU2Zpwj,117,1,1
887,7AU2Zpwj,55,1,1
888,v5qC9GoQ,55,1,1
889,v5qC9GoQ,90,-1,1
890,v5qC9GoQ,114,1,1
891,v5qC9GoQ,46,1,1
892,v5qC9GoQ,19,-1,1
893,v5qC9GoQ,15,-1,1
894,v5qC9GoQ,86,1,0
895,v5qC9GoQ,72,-1,1
896,v5qC9GoQ,85,-1,1
897,v5qC9GoQ,30,1,1
898,v5qC9GoQ,92,1,1
899,v5qC9GoQ,115,1,1
900,v5qC9GoQ,106,1,1
901,v5qC9GoQ,102,1,1
902,v5qC9GoQ,47,1,1
903,v5qC9GoQ,21,-1,1
904,v5qC9GoQ,2,-1,1
905,v5qC9GoQ,20,-1,1
906,v5qC9GoQ,69,-1,1
907,v5qC9GoQ,62,-1,1
908,v5qC9GoQ,36,1,1
909,v5qC9GoQ,74,-1,1
910,v5qC9GoQ,54,1,1
911,v5qC9GoQ,0,-1,1
912,Kk6n8YPG,68,1,0
913,Kk6n8YPG,15,-1,1
914,Kk6n8YPG,45,1,1
915,Kk6n8YPG,99,1,1
916,Kk6n8YPG,100,1,1
917,Kk6n8YPG,81,-1,1
918,Kk6n8YPG,20,-1,1
919,Kk6n8YPG,52,1,1
920,Kk6n8YPG,97,1,1
921,Kk6n8YPG,13,1,0
922,Kk6n8YPG,83,-1,1
923,Kk6n8YPG,3,-1,1
924,Kk6n8YPG,0,-1,1
925,Kk6n8YPG,112,1,1
926,Kk6n8YPG,57,1,1
927,Kk6n8YPG,40,1,1
928,Kk6n8YPG,76,1,0
929,Kk6n8YPG,118,1,1
930,Kk6n8YPG,104,1,1
931,Kk6n8YPG,34,1,1
932,Kk6n8YPG,35,1,1
933,Kk6n8YPG,72,-1,1
934,Kk6n8YPG,27,-1,1
935,Kk6n8YPG,62,-1,1
936,z68m6dAe,13,-1,1
937,z68m6dAe,0,-1,1
938,z68m6dAe,6,-1,1
939,z68m6dAe,16,-1,1
940,z68m6dAe,118,1,1
941,z68m6dAe,105,1,1
942,z68m6dAe,21,1,0
943,z68m6dAe,25,1,0
944,z68m6dAe,88,1,0
945,z68m6dAe,36,1,1
946,z68m6dAe,38,1,1
947,z68m6dAe,45,1,1
948,z68m6dAe,104,1,1
949,z68m6dAe,53,1,1
950,z68m6dAe,85,-1,1
951,z68m6dAe,115,1,1
952,z68m6dAe,97,1,1
953,z68m6dAe,69,-1,1
954,z68m6dAe,70,-1,1
955,z68m6dAe,99,1,1
956,z68m6dAe,64,-1,1
957,z68m6dAe,74,-1,1
958,z68m6dAe,43,1,1
959,z68m6dAe,54,1,1
960,SIFWBwKx,11,-1,1
961,SIFWBwKx,30,1,1
962,SIFWBwKx,23,1,0
963,SIFWBwKx,22,-1,1
964,SIFWBwKx,8,-1,1
965,SIFWBwKx,5,-1,1
966,SIFWBwKx,15,-1,1
967,SIFWBwKx,38,1,1
968,SIFWBwKx,43,1,1
969,SIFWBwKx,49,1,1
970,SIFWBwKx,55,1,1
971,SIFWBwKx,58,1,1
972,SIFWBwKx,70,1,0
973,SIFWBwKx,68,-1,1
974,SIFWBwKx,73,-1,1
975,SIFWBwKx,66,-1,1
976,SIFWBwKx,85,-1,1
977,SIFWBwKx,83,-1,1
978,SIFWBwKx,94,1,1
979,SIFWBwKx,93,-1,1
980,SIFWBwKx,119,1,1
981,SIFWBwKx,109,-1,1
982,SIFWBwKx,110,-1,1
983,SIFWBwKx,108,1,1
984,ZgotAd5y,107,1,1
985,ZgotAd5y,14,-1,1
986,ZgotAd5y,26,-1,1
987,ZgotAd5y,54,1,1
988,ZgotAd5y,81,1,0
989,ZgotAd5y,53,1,1
990,ZgotAd5y,46,1,1
991,ZgotAd5y,76,-1,1
992,ZgotAd5y,8,-1,1
993,ZgotAd5y,1,-1,1
994,ZgotAd5y,37,1,1
995,ZgotAd5y,114,1,1
996,ZgotAd5y,87,-1,1
997,ZgotAd5y,65,-1,1
998,ZgotAd5y,42,1,1
999,ZgotAd5y,66,-1,1
1000,ZgotAd5y,98,-1,1
1001,ZgotAd5y,39,-1,1
1002,ZgotAd5y,93,-1,1
1003,ZgotAd5y,70,-1,1
1004,ZgotAd5y,116,1,1
1005,ZgotAd5y,18,-1,1
1006,ZgotAd5y,23,-1,1
1007,ZgotAd5y,109,1,1
1008,a2O0t8jd,3,-1,1
1009,a2O0t8jd,21,1,0
1010,a2O0t8jd,115,1,1
1011,a2O0t8jd,45,1,1
1012,a2O0t8jd,35,1,1
1013,a2O0t8jd,10,-1,1
1014,a2O0t8jd,91,-1,1
1015,a2O0t8jd,51,1,1
1016,a2O0t8jd,71,-1,1
1017,a2O0t8jd,81,-1,1
1018,a2O0t8jd,27,-1,1
1019,a2O0t8jd,64,-1,1
1020,a2O0t8jd,19,1,0
1021,a2O0t8jd,105,1,1
1022,a2O0t8jd,112,1,1
1023,a2O0t8jd,80,1,0
1024,a2O0t8jd,4,-1,1
1025,a2O0t8jd,73,-1,1
1026,a2O0t8jd,61,-1,1
1027,a2O0t8jd,92,1,1
1028,a2O0t8jd,30,-1,1
1029,a2O0t8jd,55,1,1
1030,a2O0t8jd,41,1,1
1031,a2O0t8jd,103,-1,1
1032,G3BPg6AW,7,-1,1
1033,G3BPg6AW,20,-1,1
1034,G3BPg6AW,23,-1,1
1035,G3BPg6AW,93,-1,1
1036,G3BPg6AW,111,1,1
1037,G3BPg6AW,100,1,1
1038,G3BPg6AW,42,1,1
1039,G3BPg6AW,39,1,1
1040,G3BPg6AW,115,1,1
1041,G3BPg6AW,58,1,1
1042,G3BPg6AW,106,1,1
1043,G3BPg6AW,45,1,1
1044,G3BPg6AW,74,-1,1
1045,G3BPg6AW,10,-1,1
1046,G3BPg6AW,51,1,1
1047,G3BPg6AW,90,-1,1
1048,G3BPg6AW,88,-1,1
1049,G3BPg6AW,32,1,1
1050,G3BPg6AW,66,-1,1
1051,G3BPg6AW,81,-1,1
1052,G3BPg6AW,0,-1,1
1053,G3BPg6AW,11,1,0
1054,G3BPg6AW,71,-1,1
1055,G3BPg6AW,65,-1,1
1056,FiHtficl,15,-1,1
1057,FiHtficl,0,-1,1
1058,FiHtficl,116,1,1
1059,FiHtficl,103,-1,1
1060,FiHtficl,24,1,0
1061,FiHtficl,10,-1,1
1062,FiHtficl,93,1,1
1063,FiHtficl,70,1,0
1064,FiHtficl,37,1,1
1065,FiHtficl,33,1,1
1066,FiHtficl,83,1,0
1067,FiHtficl,25,1,0
1068,FiHtficl,112,1,1
1069,FiHtficl,92,1,1
1070,FiHtficl,6,-1,1
1071,FiHtficl,56,1,1
1072,FiHtficl,59,1,1
1073,FiHtficl,44,1,1
1074,FiHtficl,49,1,1
1075,FiHtficl,68,-1,1
1076,FiHtficl,69,-1,1
1077,FiHtficl,85,-1,1
1078,FiHtficl,75,1,0
1079,FiHtficl,102,1,1
1080,q7qWKDBn,66,1,0
1081,q7qWKDBn,31,1,1
1082,q7qWKDBn,114,1,1
1083,q7qWKDBn,14,-1,1
1084,q7qWKDBn,20,-1,1
1085,q7qWKDBn,4,-1,1
1086,q7qWKDBn,11,1,0
1087,q7qWKDBn,107,1,1
1088,q7qWKDBn,37,1,1
1089,q7qWKDBn,99,1,1
1090,q7qWKDBn,8,-1,1
1091,q7qWKDBn,63,-1,1
1092,q7qWKDBn,24,1,0
1093,q7qWKDBn,94,1,1
1094,q7qWKDBn,81,-1,1
1095,q7qWKDBn,47,1,1
1096,q7qWKDBn,59,1,1
1097,q7qWKDBn,73,1,0
1098,q7qWKDBn,58,1,1
1099,q7qWKDBn,118,1,1
1100,q7qWKDBn,105,1,1
1101,q7qWKDBn,46,1,1
1102,q7qWKDBn,84,1,0
1103,q7qWKDBn,70,1,0
1104,dUXImqOb,7,-1,1
1105,dUXImqOb,9,-1,1
1106,dUXImqOb,12,-1,1
1107,dUXImqOb,17,1,0
1108,dUXImqOb,39,1,1
1109,dUXImqOb,30,1,1
1110,dUXImqOb,29,-1,1
1111,dUXImqOb,28,1,0
1112,dUXImqOb,41,1,1
1113,dUXImqOb,40,1,1
1114,dUXImqOb,51,1,1
1115,dUXImqOb,54,1,1
1116,dUXImqOb,76,1,0
1117,dUXImqOb,67,-1,1
1118,dUXImqOb,75,1,0
1119,dUXImqOb,60,-1,1
1120,dUXImqOb,97,1,1
1121,dUXImqOb,86,1,0
1122,dUXImqOb,82,-1,1
1123,dUXImqOb,96,1,1
1124,dUXImqOb,104,-1,1
1125,dUXImqOb,105,1,1
1126,dUXImqOb,112,1,1
1127,dUXImqOb,114,1,1
1128,Zt7InhSD,18,-1,1
1129,Zt7InhSD,86,1,0
1130,Zt7InhSD,117,1,1
1131,Zt7InhSD,49,1,1
1132,Zt7InhSD,107,1,1
1133,Zt7InhSD,39,1,1
1134,Zt7InhSD,75,-1,1
1135,Zt7InhSD,8,-1,1
1136,Zt7InhSD,14,-1,1
1137,Zt7InhSD,84,1,0
1138,Zt7InhSD,31,1,1
1139,Zt7InhSD,98,-1,1
1140,Zt7InhSD,56,1,1
1141,Zt7InhSD,64,-1,1
1142,Zt7InhSD,26,-1,1
1143,Zt7InhSD,97,1,1
1144,Zt7InhSD,59,1,1
1145,Zt7InhSD,2,-1,1
1146,Zt7InhSD,62,-1,1
1147,Zt7InhSD,45,1,1
1148,Zt7InhSD,101,1,1
1149,Zt7InhSD,78,1,0
1150,Zt7InhSD,112,1,1
1151,Zt7InhSD,21,1,0
1152,mX8kDSMr,5,-1,1
1153,mX8kDSMr,2,-1,1
1154,mX8kDSMr,15,-1,1
1155,mX8kDSMr,14,1,0
1156,mX8kDSMr,29,1,0
1157,mX8kDSMr,22,1,0
1158,mX8kDSMr,35,1,1
1159,mX8kDSMr,32,1,1
1160,mX8kDSMr,46,1,1
1161,mX8kDSMr,65,-1,1
1162,mX8kDSMr,44,1,1
1163,mX8kDSMr,55,1,1
1164,mX8kDSMr,67,-1,1
1165,mX8kDSMr,58,1,1
1166,mX8kDSMr,71,-1,1
1167,mX8kDSMr,70,1,0
1168,mX8kDSMr,107,1,1
1169,mX8kDSMr,117,1,1
1170,mX8kDSMr,99,1,1
1171,mX8kDSMr,98,1,1
1172,mX8kDSMr,80,1,0
1173,mX8kDSMr,119,1,1
1174,mX8kDSMr,85,1,0
1175,mX8kDSMr,101,1,1
1176,CMEu2P70,11,-1,1
1177,CMEu2P70,6,-1,1
1178,CMEu2P70,81,-1,1
1179,CMEu2P70,10,-1,1
1180,CMEu2P70,24,1,0
1181,CMEu2P70,37,1,1
1182,CMEu2P70,97,-1,1
1183,CMEu2P70,40,1,1
1184,CMEu2P70,60,-1,1
1185,CMEu2P70,89,1,0
1186,CMEu2P70,9,-1,1
1187,CMEu2P70,112,1,1
1188,CMEu2P70,69,-1,1
1189,CMEu2P70,41,1,1
1190,CMEu2P70,101,1,1
1191,CMEu2P70,38,-1,1
1192,CMEu2P70,73,-1,1
1193,CMEu2P70,59,1,1
1194,CMEu2P70,113,1,1
1195,CMEu2P70,102,-1,1
1196,CMEu2P70,58,1,1
1197,CMEu2P70,72,-1,1
1198,CMEu2P70,99,1,1
1199,CMEu2P70,25,-1,1
1200,mwkGcaMn,113,1,1
1201,mwkGcaMn,71,-1,1
1202,mwkGcaMn,117,1,1
1203,mwkGcaMn,91,1,1
1204,mwkGcaMn,40,1,1
1205,mwkGcaMn,26,1,0
1206,mwkGcaMn,97,1,1
1207,mwkGcaMn,11,1,0
1208,mwkGcaMn,30,1,1
1209,mwkGcaMn,64,-1,1
1210,mwkGcaMn,88,1,0
1211,mwkGcaMn,4,-1,1
1212,mwkGcaMn,51,1,1
1213,mwkGcaMn,42,1,1
1214,mwkGcaMn,70,-1,1
1215,mwkGcaMn,17,-1,1
1216,mwkGcaMn,109,1,1
1217,mwkGcaMn,57,1,1
1218,mwkGcaMn,2,-1,1
1219,mwkGcaMn,37,1,1
1220,mwkGcaMn,86,1,0
1221,mwkGcaMn,24,-1,1
1222,mwkGcaMn,101,1,1
1223,mwkGcaMn,65,-1,1
1224,3YQc3UlP,73,1,0
1225,3YQc3UlP,32,-1,1
1226,3YQc3UlP,74,1,0
1227,3YQc3UlP,119,1,1
1228,3YQc3UlP,65,-1,1
1229,3YQc3UlP,3,-1,1
1230,3YQc3UlP,56,1,1
1231,3YQc3UlP,8,-1,1
1232,3YQc3UlP,90,1,1
1233,3YQc3UlP,87,1,0
1234,3YQc3UlP,45,1,1
1235,3YQc3UlP,116,1,1
1236,3YQc3UlP,35,1,1
1237,3YQc3UlP,20,-1,1
1238,3YQc3UlP,42,1,1
1239,3YQc3UlP,14,1,0
1240,3YQc3UlP,13,-1,1
1241,3YQc3UlP,101,1,1
1242,3YQc3UlP,61,-1,1
1243,3YQc3UlP,85,-1,1
1244,3YQc3UlP,104,1,1
1245,3YQc3UlP,59,1,1
1246,3YQc3UlP,21,1,0
1247,3YQc3UlP,95,-1,1
1248,yPS2osNk,45,1,1
1249,yPS2osNk,62,-1,1
1250,yPS2osNk,2,-1,1
1251,yPS2osNk,18,1,0
1252,yPS2osNk,8,-1,1
1253,yPS2osNk,69,1,0
1254,yPS2osNk,14,-1,1
1255,yPS2osNk,44,1,1
1256,yPS2osNk,36,1,1
1257,yPS2osNk,57,1,1
1258,yPS2osNk,23,1,0
1259,yPS2osNk,53,1,1
1260,yPS2osNk,22,1,0
1261,yPS2osNk,35,1,1
1262,yPS2osNk,76,1,0
1263,yPS2osNk,74,-1,1
1264,yPS2osNk,115,1,1
1265,yPS2osNk,119,1,1
1266,yPS2osNk,88,1,0
1267,yPS2osNk,85,-1,1
1268,yPS2osNk,94,1,1
1269,yPS2osNk,102,1,1
1270,yPS2osNk,101,1,1
1271,yPS2osNk,92,-1,1
1272,kH4Q2egn,1,-1,1
1273,kH4Q2egn,7,-1,1
1274,kH4Q2egn,19,-1,1
1275,kH4Q2egn,81,1,0
1276,kH4Q2egn,54,1,1
1277,kH4Q2egn,100,1,1
1278,kH4Q2egn,10,1,0
1279,kH4Q2egn,24,1,0
1280,kH4Q2egn,62,-1,1
1281,kH4Q2egn,73,-1,1
1282,kH4Q2egn,85,-1,1
1283,kH4Q2egn,112,1,1
1284,kH4Q2egn,64,-1,1
1285,kH4Q2egn,20,-1,1
1286,kH4Q2egn,99,1,1
1287,kH4Q2egn,35,1,1
1288,kH4Q2egn,93,1,1
1289,kH4Q2egn,46,1,1
1290,kH4Q2egn,30,1,1
1291,kH4Q2egn,75,-1,1
1292,kH4Q2egn,45,1,1
1293,kH4Q2egn,114,1,1
1294,kH4Q2egn,102,-1,1
1295,kH4Q2egn,55,1,1
1296,Wv82bjQo,36,1,1
1297,Wv82bjQo,58,1,1
1298,Wv82bjQo,81,1,0
1299,Wv82bjQo,32,1,1
1300,Wv82bjQo,51,1,1
1301,Wv82bjQo,111,1,1
1302,Wv82bjQo,1,-1,1
1303,Wv82bjQo,67,-1,1
1304,Wv82bjQo,42,1,1
1305,Wv82bjQo,115,1,1
1306,Wv82bjQo,20,-1,1
1307,Wv82bjQo,45,1,1
1308,Wv82bjQo,10,-1,1
1309,Wv82bjQo,71,-1,1
1310,Wv82bjQo,60,-1,1
1311,Wv82bjQo,23,1,0
1312,Wv82bjQo,98,1,1
1313,Wv82bjQo,109,1,1
1314,Wv82bjQo,74,-1,1
1315,Wv82bjQo,3,-1,1
1316,Wv82bjQo,93,1,1
1317,Wv82bjQo,19,-1,1
1318,Wv82bjQo,100,1,1
1319,Wv82bjQo,87,1,0
1320,mGcHVkf7,25,1,0
1321,mGcHVkf7,30,1,1
1322,mGcHVkf7,15,-1,1
1323,mGcHVkf7,65,-1,1
1324,mGcHVkf7,73,-1,1
1325,mGcHVkf7,62,-1,1
1326,mGcHVkf7,117,1,1
1327,mGcHVkf7,18,-1,1
1328,mGcHVkf7,24,1,0
1329,mGcHVkf7,82,-1,1
1330,mGcHVkf7,91,1,1
1331,mGcHVkf7,37,1,1
1332,mGcHVkf7,7,-1,1
1333,mGcHVkf7,5,-1,1
1334,mGcHVkf7,59,1,1
1335,mGcHVkf7,89,-1,1
1336,mGcHVkf7,54,1,1
1337,mGcHVkf7,116,1,1
1338,mGcHVkf7,102,1,1
1339,mGcHVkf7,42,1,1
1340,mGcHVkf7,47,1,1
1341,mGcHVkf7,101,1,1
1342,mGcHVkf7,78,1,0
1343,mGcHVkf7,99,-1,0
1344,7IX9wEI8,79,1,0
1345,7IX9wEI8,1,-1,1
1346,7IX9wEI8,119,1,1
1347,7IX9wEI8,3,-1,1
1348,7IX9wEI8,105,1,1
1349,7IX9wEI8,60,-1,1
1350,7IX9wEI8,78,1,0
1351,7IX9wEI8,46,1,1
1352,7IX9wEI8,95,1,1
1353,7IX9wEI8,97,1,1
1354,7IX9wEI8,21,1,0
1355,7IX9wEI8,110,1,1
1356,7IX9wEI8,17,1,0
1357,7IX9wEI8,14,-1,1
1358,7IX9wEI8,106,1,1
1359,7IX9wEI8,28,1,0
1360,7IX9wEI8,63,-1,1
1361,7IX9wEI8,85,-1,1
1362,7IX9wEI8,35,1,1
1363,7IX9wEI8,48,1,1
1364,7IX9wEI8,86,1,0
1365,7IX9wEI8,51,1,1
1366,7IX9wEI8,57,1,1
1367,7IX9wEI8,37,1,1
1368,eghyJQAc,103,-1,0
1369,eghyJQAc,70,-1,1
1370,eghyJQAc,65,-1,1
1371,eghyJQAc,24,1,0
1372,eghyJQAc,22,-1,1
1373,eghyJQAc,94,-1,0
1374,eghyJQAc,46,1,1
1375,eghyJQAc,85,-1,1
1376,eghyJQAc,56,1,1
1377,eghyJQAc,93,-1,0
1378,eghyJQAc,14,-1,1
1379,eghyJQAc,105,-1,0
1380,eghyJQAc,30,1,1
1381,eghyJQAc,61,-1,1
1382,eghyJQAc,57,1,1
1383,eghyJQAc,19,1,0
1384,eghyJQAc,87,1,0
1385,eghyJQAc,112,-1,0
1386,eghyJQAc,48,1,1
1387,eghyJQAc,36,1,1
1388,eghyJQAc,4,-1,1
1389,eghyJQAc,7,-1,1
1390,eghyJQAc,75,-1,1
1391,eghyJQAc,111,-1,0
1392,GuBCLCiX,94,1,1
1393,GuBCLCiX,19,1,0
1394,GuBCLCiX,119,1,1
1395,GuBCLCiX,25,-1,1
1396,GuBCLCiX,48,1,1
1397,GuBCLCiX,86,1,0
1398,GuBCLCiX,69,1,0
1399,GuBCLCiX,80,1,0
1400,GuBCLCiX,71,-1,1
1401,GuBCLCiX,112,1,1
1402,GuBCLCiX,3,-1,1
1403,GuBCLCiX,46,1,1
1404,GuBCLCiX,53,1,1
1405,GuBCLCiX,34,1,1
1406,GuBCLCiX,21,1,0
1407,GuBCLCiX,37,1,1
1408,GuBCLCiX,105,1,1
1409,GuBCLCiX,77,-1,1
1410,GuBCLCiX,8,-1,1
1411,GuBCLCiX,57,1,1
1412,GuBCLCiX,99,1,1
1413,GuBCLCiX,61,-1,1
1414,GuBCLCiX,101,1,1
1415,GuBCLCiX,16,-1,1
1416,mXbLshJ8,24,1,0
1417,mXbLshJ8,48,1,1
1418,mXbLshJ8,5,-1,1
1419,mXbLshJ8,6,-1,1
1420,mXbLshJ8,79,-1,1
1421,mXbLshJ8,84,-1,1
1422,mXbLshJ8,72,-1,1
1423,mXbLshJ8,113,1,1
1424,mXbLshJ8,42,1,1
1425,mXbLshJ8,101,1,1
1426,mXbLshJ8,107,1,1
1427,mXbLshJ8,88,1,0
1428,mXbLshJ8,39,1,1
1429,mXbLshJ8,18,-1,1
1430,mXbLshJ8,34,1,1
1431,mXbLshJ8,50,1,1
1432,mXbLshJ8,57,1,1
1433,mXbLshJ8,95,1,1
1434,mXbLshJ8,91,-1,1
1435,mXbLshJ8,117,1,1
1436,mXbLshJ8,61,-1,1
1437,mXbLshJ8,11,1,0
1438,mXbLshJ8,23,-1,1
1439,mXbLshJ8,68,-1,1
1440,NqYdIyYy,2,-1,1
1441,NqYdIyYy,14,1,0
1442,NqYdIyYy,38,1,1
1443,NqYdIyYy,28,1,0
1444,NqYdIyYy,0,-1,1
1445,NqYdIyYy,12,-1,1
1446,NqYdIyYy,24,-1,1
1447,NqYdIyYy,34,1,1
1448,NqYdIyYy,52,1,1
1449,NqYdIyYy,62,-1,1
1450,NqYdIyYy,46,1,1
1451,NqYdIyYy,63,-1,1
1452,NqYdIyYy,70,1,0
1453,NqYdIyYy,53,1,1
1454,NqYdIyYy,44,1,1
1455,NqYdIyYy,73,-1,1
1456,NqYdIyYy,94,1,1
1457,NqYdIyYy,114,1,1
1458,NqYdIyYy,113,1,1
1459,NqYdIyYy,81,-1,1
1460,NqYdIyYy,108,1,1
1461,NqYdIyYy,100,1,1
1462,NqYdIyYy,85,-1,1
1463,NqYdIyYy,90,1,1
1464,JPzgyVPK,78,1,0
1465,JPzgyVPK,5,-1,1
1466,JPzgyVPK,116,1,1
1467,JPzgyVPK,104,1,1
1468,JPzgyVPK,112,1,1
1469,JPzgyVPK,22,1,0
1470,JPzgyVPK,83,1,0
1471,JPzgyVPK,55,1,1
1472,JPzgyVPK,101,1,1
1473,JPzgyVPK,31,1,1
1474,JPzgyVPK,51,1,1
1475,JPzgyVPK,14,-1,1
1476,JPzgyVPK,8,-1,1
1477,JPzgyVPK,95,1,1
1478,JPzgyVPK,71,-1,1
1479,JPzgyVPK,60,-1,1
1480,JPzgyVPK,44,1,1
1481,JPzgyVPK,30,1,1
1482,JPzgyVPK,85,-1,1
1483,JPzgyVPK,10,-1,1
1484,JPzgyVPK,40,1,1
1485,JPzgyVPK,90,1,1
1486,JPzgyVPK,29,-1,1
1487,JPzgyVPK,65,-1,1
1488,LfKuXaNf,29,-1,1
1489,LfKuXaNf,28,1,0
1490,LfKuXaNf,48,1,1
1491,LfKuXaNf,55,1,1
1492,LfKuXaNf,101,1,1
1493,LfKuXaNf,52,1,1
1494,LfKuXaNf,68,1,0
1495,LfKuXaNf,41,1,1
1496,LfKuXaNf,111,1,1
1497,LfKuXaNf,95,1,1
1498,LfKuXaNf,33,1,1
1499,LfKuXaNf,100,1,1
1500,LfKuXaNf,67,-1,1
1501,LfKuXaNf,5,-1,1
1502,LfKuXaNf,117,1,1
1503,LfKuXaNf,31,-1,1
1504,LfKuXaNf,98,1,1
1505,LfKuXaNf,84,-1,1
1506,LfKuXaNf,86,1,0
1507,LfKuXaNf,6,-1,1
1508,LfKuXaNf,77,-1,1
1509,LfKuXaNf,16,-1,1
1510,LfKuXaNf,76,1,0
1511,LfKuXaNf,18,1,0
1512,FiDlTjdn,82,1,0
1513,FiDlTjdn,56,1,1
1514,FiDlTjdn,8,-1,1
1515,FiDlTjdn,47,1,1
1516,FiDlTjdn,51,1,1
1517,FiDlTjdn,21,1,0
1518,FiDlTjdn,100,1,1
1519,FiDlTjdn,35,1,1
1520,FiDlTjdn,3,-1,1
1521,FiDlTjdn,86,1,0
1522,FiDlTjdn,66,-1,1
1523,FiDlTjdn,70,-1,1
1524,FiDlTjdn,105,1,1
1525,FiDlTjdn,91,-1,1
1526,FiDlTjdn,15,-1,1
1527,FiDlTjdn,75,1,0
1528,FiDlTjdn,18,-1,1
1529,FiDlTjdn,32,-1,0
1530,FiDlTjdn,40,1,1
1531,FiDlTjdn,62,-1,1
1532,FiDlTjdn,94,-1,1
1533,FiDlTjdn,27,-1,1
1534,FiDlTjdn,117,1,1
1535,FiDlTjdn,118,1,1
1536,3e2Jq33N,93,1,1
1537,3e2Jq33N,102,1,1
1538,3e2Jq33N,18,1,0
1539,3e2Jq33N,53,1,1
1540,3e2Jq33N,26,1,0
1541,3e2Jq33N,37,1,1
1542,3e2Jq33N,52,1,1
1543,3e2Jq33N,68,1,0
1544,3e2Jq33N,15,-1,1
1545,3e2Jq33N,89,-1,1
1546,3e2Jq33N,49,1,1
1547,3e2Jq33N,108,1,1
1548,3e2Jq33N,8,-1,1
1549,3e2Jq33N,46,1,1
1550,3e2Jq33N,28,1,0
1551,3e2Jq33N,116,1,1
1552,3e2Jq33N,32,1,1
1553,3e2Jq33N,83,-1,1
1554,3e2Jq33N,113,1,1
1555,3e2Jq33N,77,-1,1
1556,3e2Jq33N,99,1,1
1557,3e2Jq33N,6,-1,1
1558,3e2Jq33N,70,-1,1
1559,3e2Jq33N,65,-1,1
1560,0OZp6vqc,105,1,1
1561,0OZp6vqc,109,1,1
1562,0OZp6vqc,54,1,1
1563,0OZp6vqc,38,1,1
1564,0OZp6vqc,82,1,0
1565,0OZp6vqc,33,1,1
1566,0OZp6vqc,114,1,1
1567,0OZp6vqc,99,1,1
1568,0OZp6vqc,13,1,0
1569,0OZp6vqc,116,1,1
1570,0OZp6vqc,92,-1,1
1571,0OZp6vqc,88,-1,1
1572,0OZp6vqc,79,-1,1
1573,0OZp6vqc,49,1,1
1574,0OZp6vqc,7,-1,1
1575,0OZp6vqc,58,1,1
1576,0OZp6vqc,25,-1,1
1577,0OZp6vqc,21,1,0
1578,0OZp6vqc,17,-1,1
1579,0OZp6vqc,76,1,0
1580,0OZp6vqc,65,-1,1
1581,0OZp6vqc,60,-1,1
1582,0OZp6vqc,47,1,1
1583,0OZp6vqc,9,-1,1
1584,XOoVAl69,88,1,0
1585,XOoVAl69,82,1,0
1586,XOoVAl69,16,-1,1
1587,XOoVAl69,12,-1,1
1588,XOoVAl69,95,1,1
1589,XOoVAl69,93,1,1
1590,XOoVAl69,31,1,1
1591,XOoVAl69,68,1,0
1592,XOoVAl69,57,1,1
1593,XOoVAl69,70,-1,1
1594,XOoVAl69,36,1,1
1595,XOoVAl69,102,1,1
1596,XOoVAl69,25,1,0
1597,XOoVAl69,110,1,1
1598,XOoVAl69,50,1,1
1599,XOoVAl69,119,1,1
1600,XOoVAl69,6,-1,1
1601,XOoVAl69,9,-1,1
1602,XOoVAl69,65,-1,1
1603,XOoVAl69,73,1,0
