workerId,Session,Study,treatmentId,taskId,comment,answer1,answer2,duration,startTime,submiTiime,answer,biasm
5f4fe40c4af6f3120ff17532,SESSION_ID:64f89058dea5248e6cddae7d,STUDY_ID:64f87d77f1db16f3b98108c2,2,5,60,1,0,duration:12109,startTime:Wed Sep 06 2023 07:49:44 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 07:49:57 GMT-0700 (Pacific Daylight Time)},0,0
64018f58d236aad3893f34b6,SESSION_ID:64f8e5de25435cbcd5b250a4,STUDY_ID:64f8ce337b289a6b18812bba,2,3,73,15,13,duration:20492,startTime:Wed Sep 06 2023 16:55:43 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:56:03 GMT-0400 (Eastern Daylight Time)},0.13,-0.298571429
6109e236712f82b8272ac810,SESSION_ID:64f8e2f33f25219a88fee476,STUDY_ID:64f8ce337b289a6b18812bbb,2,11,13,15,15,duration:9315,startTime:Wed Sep 06 2023 15:49:41 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:49:50 GMT-0500 (Central Daylight Time)},0.15,-0.472641509
5f4f93bcb46af5055714d433,SESSION_ID:64f88f10d55a4a34a4b2a9ca,STUDY_ID:64f87d77f1db16f3b98108c3,2,6,99,5,10,duration:171051,startTime:Wed Sep 06 2023 10:51:32 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:54:23 GMT-0400 (Eastern Daylight Time)},0.1,-0.64
646c953a4bedd1bdd42d3177,SESSION_ID:64f8e6ecf172546da5b9b7fb,STUDY_ID:64f8ce337b289a6b18812bba,2,22,56,55,60,duration:4130,startTime:Wed Sep 06 2023 17:04:43 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 17:04:47 GMT-0400 (Eastern Daylight Time)},0.6,-0.36
60fdbd971aab70ac228ed016,SESSION_ID:64f8e020635e55e331027fbc,STUDY_ID:64f8ce337b289a6b18812bbb,2,24,62,1,0,duration:19743,startTime:Wed Sep 06 2023 16:40:25 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:40:44 GMT-0400 (Eastern Daylight Time)},0,-0.06
6479149437acdbf4247b99ac,SESSION_ID:64f8e1b3ec8cd97b0cc27197,STUDY_ID:64f8ce337b289a6b18812bbb,2,24,17,55,55,duration:12816,startTime:Wed Sep 06 2023 16:44:38 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:44:51 GMT-0400 (Eastern Daylight Time)},0.55,0.142592593
639f9c5df69bccc14bb598b7,SESSION_ID:64f8ec26b583050001b875a6,STUDY_ID:64f8ce337b289a6b18812bba,2,14,38,5,5,duration:17083,startTime:Wed Sep 06 2023 15:24:35 GMT-0600 (Mountain Daylight Time),submitTime:Wed Sep 06 2023 15:24:52 GMT-0600 (Mountain Daylight Time)},0.05,-0.899152542
633dbba020f607c3522b86ed,SESSION_ID:64f8e63618ccddb31cae3ab3,STUDY_ID:64f8ce337b289a6b18812bba,2,15,83,5,8,duration:19420,startTime:Wed Sep 06 2023 17:06:31 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 17:06:50 GMT-0400 (Eastern Daylight Time)},0.08,-0.36
5fc2c97b862e3e4297a36895,SESSION_ID:64f88e13a7358a5627033f1a,STUDY_ID:64f87d77f1db16f3b98108c2,2,9,38,45,46,duration:14391,startTime:Wed Sep 06 2023 10:40:29 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:40:43 GMT-0400 (Eastern Daylight Time)},0.46,-0.489152542
5edfbd316e98a72c5f5bdf16,SESSION_ID:64f88a3609da8ea8cd2b0b7d,STUDY_ID:64f87d77f1db16f3b98108c2,2,8,30,45,49,duration:12642,startTime:Wed Sep 06 2023 10:40:05 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:40:18 GMT-0400 (Eastern Daylight Time)},0.49,-0.493050847
60dfe9736907fdf7faf974c3,SESSION_ID:64fb54a594671a3e22b4cff7,STUDY_ID:64fb5325bdb79267c69827df,2,13,46,95,100,duration:7529,startTime:Fri Sep 08 2023 13:12:29 GMT-0400 (Eastern Daylight Time),submitTime:Fri Sep 08 2023 13:12:37 GMT-0400 (Eastern Daylight Time)},1,0.018181818
610864578ea63b60b56e821b,SESSION_ID:64f8e5c2fb8fed67f5a14c35,STUDY_ID:64f8ce337b289a6b18812bbb,2,13,48,95,100,duration:8064,startTime:Wed Sep 06 2023 15:55:49 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:55:57 GMT-0500 (Central Daylight Time)},1,0.117647059
5b0d1b8e444cef0001ca66ac,SESSION_ID:64f89068ecc7199d0df1fa31,STUDY_ID:64f87d77f1db16f3b98108c3,2,8,96,55,55,duration:18897,startTime:Wed Sep 06 2023 07:49:15 GMT-0700 (Mountain Standard Time),submitTime:Wed Sep 06 2023 07:49:34 GMT-0700 (Mountain Standard Time)},0.55,-0.23
6362ed6cd9d25c2306e67e41,SESSION_ID:64f8d766c8008b0253018331,STUDY_ID:64f8ce337b289a6b18812bbb,2,7,50,65,65,duration:21304,startTime:Wed Sep 06 2023 15:52:35 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 15:52:56 GMT-0400 (Eastern Daylight Time)},0.65,-0.313636364
5f4fe40c4af6f3120ff17532,SESSION_ID:64f89058dea5248e6cddae7d,STUDY_ID:64f87d77f1db16f3b98108c2,2,24,37,85,85,duration:20022,startTime:Wed Sep 06 2023 07:56:13 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 07:56:33 GMT-0700 (Pacific Daylight Time)},0.85,-0.130769231
5f721a81ee2a860fe028a8a4,SESSION_ID:64fb5a33156f1abeb14170a6,STUDY_ID:64fb5325bdb79267c69827df,2,24,20,15,11,duration:13248,startTime:Fri Sep 08 2023 10:44:06 GMT-0700 (Pacific Daylight Time),submitTime:Fri Sep 08 2023 10:44:19 GMT-0700 (Pacific Daylight Time)},0.11,0.020714286
5f4f93bcb46af5055714d433,SESSION_ID:64f88f10d55a4a34a4b2a9ca,STUDY_ID:64f87d77f1db16f3b98108c3,2,1,24,55,60,duration:166558,startTime:Wed Sep 06 2023 10:45:47 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:48:34 GMT-0400 (Eastern Daylight Time)},0.6,-0.214814815
60adf51428fe67f3dd0d3f35,SESSION_ID:64f8df04e6c922e0285ac7a3,STUDY_ID:64f8ce337b289a6b18812bbb,2,16,111,15,15,duration:11178,startTime:Wed Sep 06 2023 13:25:28 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 13:25:39 GMT-0700 (Pacific Daylight Time)},0.15,-0.766666667
5dbc73047d3d3622bcd31170,SESSION_ID:64f88bd34c956d077235aee3,STUDY_ID:64f87d77f1db16f3b98108c3,2,24,0,1,0,duration:7293,startTime:Wed Sep 06 2023 09:30:57 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:31:04 GMT-0500 (Central Daylight Time)},0,-0.035714286
5f21f8a46a97191e94a4d08c,SESSION_ID:64fb37e2f54f458988985fd0,STUDY_ID:64fb25990f2d04d645f0af85,2,15,26,25,27,duration:43055,startTime:Fri Sep 08 2023 09:26:13 GMT-0600 (Mountain Daylight Time),submitTime:Fri Sep 08 2023 09:26:56 GMT-0600 (Mountain Daylight Time)},0.27,-0.428113208
62edced11d9948c019253ff6,SESSION_ID:64f8e2de3d4357b95403160b,STUDY_ID:64f8ce337b289a6b18812bba,2,1,71,5,1,duration:33525,startTime:Wed Sep 06 2023 16:38:20 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:38:54 GMT-0400 (Eastern Daylight Time)},0.01,-0.150714286
637ce608b8f8f923bf784d84,SESSION_ID:64f887e445d7834a87b250c7,STUDY_ID:64f87d77f1db16f3b98108c3,2,23,17,25,26,duration:14832,startTime:Wed Sep 06 2023 10:19:05 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:19:20 GMT-0400 (Eastern Daylight Time)},0.26,-0.147407407
62d882e6a4564ff6bbeef874,SESSION_ID:64f8e27e15dfd166fc8e71da,STUDY_ID:64f8ce337b289a6b18812bba,2,12,3,25,23,duration:32903,startTime:Wed Sep 06 2023 16:45:25 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:45:58 GMT-0400 (Eastern Daylight Time)},0.23,-0.010740741
5f721a81ee2a860fe028a8a4,SESSION_ID:64fb5a33156f1abeb14170a6,STUDY_ID:64fb5325bdb79267c69827df,2,5,115,85,82,duration:38075,startTime:Fri Sep 08 2023 10:36:53 GMT-0700 (Pacific Daylight Time),submitTime:Fri Sep 08 2023 10:37:31 GMT-0700 (Pacific Daylight Time)},0.82,-0.18
61084dbab48ab21fce452554,SESSION_ID:64f89067aa40ff126e2cac6a,STUDY_ID:64f87d77f1db16f3b98108c3,2,21,47,95,97,duration:11005,startTime:Wed Sep 06 2023 10:54:40 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:54:51 GMT-0400 (Eastern Daylight Time)},0.97,-0.03
5e1b725de8a663380249e8f9,SESSION_ID:64f8844eaeccbc9458b25059,STUDY_ID:64f87d77f1db16f3b98108c3,2,19,0,15,12,duration:17773,startTime:Wed Sep 06 2023 10:00:05 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:00:23 GMT-0400 (Eastern Daylight Time)},0.12,0.084285714
63d412b04410a6e323b0d343,SESSION_ID:64f8e28f64c02812fb2cbc9b,STUDY_ID:64f8ce337b289a6b18812bbb,2,11,33,85,85,duration:9272,startTime:Wed Sep 06 2023 13:37:57 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 13:38:07 GMT-0700 (Pacific Daylight Time)},0.85,-0.131132075
6435903dd5b95a684be498e4,SESSION_ID:64f8dcbdfa8b53d748e8cfd7,STUDY_ID:64f8ce337b289a6b18812bba,2,24,49,95,100,duration:25030,startTime:Wed Sep 06 2023 20:24:56 GMT+0000 (Coordinated Universal Time),submitTime:Wed Sep 06 2023 20:25:21 GMT+0000 (Coordinated Universal Time)},1,0.058823529
5f4f93bcb46af5055714d433,SESSION_ID:64f88f10d55a4a34a4b2a9ca,STUDY_ID:64f87d77f1db16f3b98108c3,2,24,112,95,100,duration:23935,startTime:Wed Sep 06 2023 11:01:50 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 11:02:14 GMT-0400 (Eastern Daylight Time)},1,0.068965517
5d901b10d7a21a001d635d12,SESSION_ID:64f8e7083bd7ca3567962530,STUDY_ID:64f8ce337b289a6b18812bba,2,17,83,45,50,duration:23784,startTime:Wed Sep 06 2023 16:03:13 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 16:03:37 GMT-0500 (Central Daylight Time)},0.5,0.06
5970f735c988c000015c0991,SESSION_ID:64f8d3f5375c7515ab083c9f,STUDY_ID:64f8ce337b289a6b18812bbb,2,16,116,95,95,duration:12410,startTime:Wed Sep 06 2023 14:43:09 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 14:43:22 GMT-0500 (Central Daylight Time)},0.95,-0.05
5e711d9e908b46031e32138c,SESSION_ID:64f9fa530ec9b6cb6a002bc7,STUDY_ID:64f9ee09a7d6206585ae8d11,2,5,115,35,36,duration:17043,startTime:Thu Sep 07 2023 12:46:21 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 12:46:38 GMT-0400 (Eastern Daylight Time)},0.36,-0.64
612e1df9913c996adb2a42a6,SESSION_ID:64f88cff9ff87e896c083c61,STUDY_ID:64f87d77f1db16f3b98108c3,2,4,111,45,48,duration:73705,startTime:Wed Sep 06 2023 09:38:17 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:39:30 GMT-0500 (Central Daylight Time)},0.48,-0.436666667
60adf51428fe67f3dd0d3f35,SESSION_ID:64f8df04e6c922e0285ac7a3,STUDY_ID:64f8ce337b289a6b18812bbb,2,14,0,5,3,duration:15159,startTime:Wed Sep 06 2023 13:24:53 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 13:25:08 GMT-0700 (Pacific Daylight Time)},0.03,-0.005714286
63ea4d8e84be50666e5e2bd6,SESSION_ID:64fa0313ed0c3d1a5ce8298e,STUDY_ID:64f9ee09a7d6206585ae8d11,2,1,40,75,77,duration:31124,startTime:Thu Sep 07 2023 13:07:53 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 13:08:24 GMT-0400 (Eastern Daylight Time)},0.77,-0.23
60ed8b58291a506de5a1bf6f,SESSION_ID:64f88e8aa5fdff69254791a7,STUDY_ID:64f87d77f1db16f3b98108c2,2,9,103,15,11,duration:19143,startTime:Wed Sep 06 2023 10:46:29 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:46:48 GMT-0400 (Eastern Daylight Time)},0.11,-0.26037037
614ca018863895a0b6724719,SESSION_ID:64f8df86c55105889b083c74,STUDY_ID:64f8ce337b289a6b18812bbb,2,24,75,35,34,duration:18748,startTime:Wed Sep 06 2023 16:37:36 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:37:55 GMT-0400 (Eastern Daylight Time)},0.34,-0.486923077
610864578ea63b60b56e821b,SESSION_ID:64f8e5c2fb8fed67f5a14c35,STUDY_ID:64f8ce337b289a6b18812bbb,2,4,57,95,100,duration:13468,startTime:Wed Sep 06 2023 15:53:18 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:53:31 GMT-0500 (Central Daylight Time)},1,0
5f32f61bbff4620bf0794044,SESSION_ID:64f8d2fc25b6af134baafedb,STUDY_ID:64f8ce337b289a6b18812bba,2,8,14,5,5,duration:13102,startTime:Wed Sep 06 2023 14:37:15 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 14:37:28 GMT-0500 (Central Daylight Time)},0.05,-0.007692308
6344534a15c77c9e3b0cd8c3,SESSION_ID:64f8e05de4749d6a88fd7136,STUDY_ID:64f8ce337b289a6b18812bba,2,18,47,95,100,duration:11816,startTime:Wed Sep 06 2023 15:31:27 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:31:39 GMT-0500 (Central Daylight Time)},1,0
5f721a81ee2a860fe028a8a4,SESSION_ID:64fb5a33156f1abeb14170a6,STUDY_ID:64fb5325bdb79267c69827df,2,2,0,5,4,duration:63430,startTime:Fri Sep 08 2023 10:34:29 GMT-0700 (Pacific Daylight Time),submitTime:Fri Sep 08 2023 10:35:32 GMT-0700 (Pacific Daylight Time)},0.04,0.004285714
636261a282f90a4b0998fe5c,SESSION_ID:64f8e2625e5d9afcdd2f7997,STUDY_ID:64f8ce337b289a6b18812bba,2,9,109,15,15,duration:19768,startTime:Wed Sep 06 2023 16:59:39 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:59:59 GMT-0400 (Eastern Daylight Time)},0.15,-0.701851852
5d423e1ef1006e00016a95e1,SESSION_ID:64f88d7148002693aba3ca6f,STUDY_ID:64f87d77f1db16f3b98108c3,2,22,29,1,0,duration:14465,startTime:Wed Sep 06 2023 10:00:26 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 10:00:41 GMT-0500 (Central Daylight Time)},0,-0.333333333
55d35a63da14d7001295328e,SESSION_ID:64f9f5356d1b5037b97a0ce9,STUDY_ID:64f9ee09a7d6206585ae8d12,2,20,71,5,1,duration:9894,startTime:Thu Sep 07 2023 12:12:33 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 12:12:43 GMT-0400 (Eastern Daylight Time)},0.01,-0.150714286
60adf51428fe67f3dd0d3f35,SESSION_ID:64f8df04e6c922e0285ac7a3,STUDY_ID:64f8ce337b289a6b18812bbb,2,10,24,15,14,duration:7681,startTime:Wed Sep 06 2023 13:23:59 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 13:24:06 GMT-0700 (Pacific Daylight Time)},0.14,-0.674814815
637ce608b8f8f923bf784d84,SESSION_ID:64f887e445d7834a87b250c7,STUDY_ID:64f87d77f1db16f3b98108c3,2,9,15,15,18,duration:27819,startTime:Wed Sep 06 2023 10:15:03 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:15:31 GMT-0400 (Eastern Daylight Time)},0.18,0.064615385
5db721e8e26da7000b6c7f85,SESSION_ID:64f88d2a798d53b7802c2598,STUDY_ID:64f87d77f1db16f3b98108c3,2,11,20,5,7,duration:34358,startTime:Wed Sep 06 2023 10:41:33 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:42:08 GMT-0400 (Eastern Daylight Time)},0.07,-0.019285714
60b1e0b0d3329704f19e6590,SESSION_ID:64f8e21f972f8aa367a6c021,STUDY_ID:64f8ce337b289a6b18812bbb,2,18,82,25,30,duration:45770,startTime:Wed Sep 06 2023 15:44:59 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:45:45 GMT-0500 (Central Daylight Time)},0.3,-0.247169811
57af9cdda169b50001a434e3,SESSION_ID:64f88b5bd4ee2b1028fd2e2b,STUDY_ID:64f87d77f1db16f3b98108c3,2,9,16,1,0,duration:17115,startTime:Wed Sep 06 2023 09:28:50 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:29:08 GMT-0500 (Central Daylight Time)},0,-0.132075472
5d423e1ef1006e00016a95e1,SESSION_ID:64f88d7148002693aba3ca6f,STUDY_ID:64f87d77f1db16f3b98108c3,2,3,105,75,78,duration:22575,startTime:Wed Sep 06 2023 09:52:46 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:53:08 GMT-0500 (Central Daylight Time)},0.78,-0.167368421
643c5a145909cc6ac7e6d62c,SESSION_ID:64f9fe4cf1039b24ebf6d4cb,STUDY_ID:64f9ee09a7d6206585ae8d12,2,3,114,55,55,duration:13372,startTime:Thu Sep 07 2023 10:00:55 GMT-0700 (Pacific Daylight Time),submitTime:Thu Sep 07 2023 10:01:08 GMT-0700 (Pacific Daylight Time)},0.55,-0.411538462
5fc54af5d4630404ca86fa7e,SESSION_ID:64f8905b3fac31d6fd24aa6d,STUDY_ID:64f87d77f1db16f3b98108c3,2,24,108,85,85,duration:6439,startTime:Wed Sep 06 2023 10:00:22 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 10:00:29 GMT-0500 (Central Daylight Time)},0.85,-0.15
646c953a4bedd1bdd42d3177,SESSION_ID:64f8e6ecf172546da5b9b7fb,STUDY_ID:64f8ce337b289a6b18812bba,2,14,42,55,60,duration:6570,startTime:Wed Sep 06 2023 17:02:47 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 17:02:53 GMT-0400 (Eastern Daylight Time)},0.6,-0.360784314
6283a3f5da2972c2b8c1ecac,SESSION_ID:64f8d1e115719461092f7998,STUDY_ID:64f8ce337b289a6b18812bba,2,8,84,35,34,duration:19362,startTime:Wed Sep 06 2023 12:28:57 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 12:29:16 GMT-0700 (Pacific Daylight Time)},0.34,-0.126666667
57af9cdda169b50001a434e3,SESSION_ID:64f88b5bd4ee2b1028fd2e2b,STUDY_ID:64f87d77f1db16f3b98108c3,2,15,19,5,6,duration:15521,startTime:Wed Sep 06 2023 09:30:14 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:30:30 GMT-0500 (Central Daylight Time)},0.06,-0.297142857
5f4818e6d5ce1016c865ed24,SESSION_ID:64f8e47cf91ae7b584702e47,STUDY_ID:64f8ce337b289a6b18812bbb,2,12,42,95,100,duration:19011,startTime:Wed Sep 06 2023 16:54:18 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:54:37 GMT-0400 (Eastern Daylight Time)},1,0.039215686
612e1df9913c996adb2a42a6,SESSION_ID:64f88cff9ff87e896c083c61,STUDY_ID:64f87d77f1db16f3b98108c3,2,9,39,5,10,duration:26219,startTime:Wed Sep 06 2023 09:42:49 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:43:16 GMT-0500 (Central Daylight Time)},0.1,-0.711320755
5f21f8a46a97191e94a4d08c,SESSION_ID:64fb37e2f54f458988985fd0,STUDY_ID:64fb25990f2d04d645f0af85,2,13,6,65,69,duration:23519,startTime:Fri Sep 08 2023 09:25:26 GMT-0600 (Mountain Daylight Time),submitTime:Fri Sep 08 2023 09:25:50 GMT-0600 (Mountain Daylight Time)},0.69,0.650784314
62f5991b40e76fbc1bae0ce2,SESSION_ID:64f8850d67ad0a3e138a2fa8,STUDY_ID:64f87d77f1db16f3b98108c2,2,4,119,55,55,duration:10468,startTime:Wed Sep 06 2023 06:59:01 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 06:59:11 GMT-0700 (Pacific Daylight Time)},0.55,-0.41
61084dbab48ab21fce452554,SESSION_ID:64f89067aa40ff126e2cac6a,STUDY_ID:64f87d77f1db16f3b98108c3,2,24,33,35,32,duration:11362,startTime:Wed Sep 06 2023 10:55:09 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:55:20 GMT-0400 (Eastern Daylight Time)},0.32,-0.661132075
6285130fc532c72c28eec863,SESSION_ID:64f9f2418ab60579f247c4a3,STUDY_ID:64f9ee09a7d6206585ae8d11,2,14,97,95,100,duration:10948,startTime:Thu Sep 07 2023 12:07:57 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 12:08:08 GMT-0400 (Eastern Daylight Time)},1,0.017241379
62d882e6a4564ff6bbeef874,SESSION_ID:64f8e27e15dfd166fc8e71da,STUDY_ID:64f8ce337b289a6b18812bba,2,24,62,25,29,duration:21712,startTime:Wed Sep 06 2023 16:50:58 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:51:20 GMT-0400 (Eastern Daylight Time)},0.29,0.23
63ea4d8e84be50666e5e2bd6,SESSION_ID:64fa0313ed0c3d1a5ce8298e,STUDY_ID:64f9ee09a7d6206585ae8d11,2,23,93,65,63,duration:16663,startTime:Thu Sep 07 2023 13:14:16 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 13:14:32 GMT-0400 (Eastern Daylight Time)},0.63,0.026551724
60fdbd971aab70ac228ed016,SESSION_ID:64f8e020635e55e331027fbc,STUDY_ID:64f8ce337b289a6b18812bbb,2,3,38,55,52,duration:66648,startTime:Wed Sep 06 2023 16:30:23 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:31:30 GMT-0400 (Eastern Daylight Time)},0.52,-0.429152542
639f9c5df69bccc14bb598b7,SESSION_ID:64f8ec26b583050001b875a6,STUDY_ID:64f8ce337b289a6b18812bba,2,16,59,75,75,duration:21505,startTime:Wed Sep 06 2023 15:25:20 GMT-0600 (Mountain Daylight Time),submitTime:Wed Sep 06 2023 15:25:42 GMT-0600 (Mountain Daylight Time)},0.75,-0.232758621
63d412b04410a6e323b0d343,SESSION_ID:64f8e28f64c02812fb2cbc9b,STUDY_ID:64f8ce337b289a6b18812bbb,2,22,50,15,15,duration:6239,startTime:Wed Sep 06 2023 13:39:21 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 13:39:27 GMT-0700 (Pacific Daylight Time)},0.15,-0.813636364
647c634cd65cca58780f6b82,SESSION_ID:64f88d7ee0df91e9c25ac764,STUDY_ID:64f87d77f1db16f3b98108c2,2,4,111,15,15,duration:60501,startTime:Wed Sep 06 2023 09:35:09 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:36:09 GMT-0500 (Central Daylight Time)},0.15,-0.766666667
615880a66bc32302998866d9,SESSION_ID:64f8e66018ccddb31cae3ac0,STUDY_ID:64f8ce337b289a6b18812bbb,2,21,31,65,70,duration:17379,startTime:Wed Sep 06 2023 16:05:39 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 16:05:56 GMT-0500 (Central Daylight Time)},0.7,-0.245454545
62d882e6a4564ff6bbeef874,SESSION_ID:64f8e27e15dfd166fc8e71da,STUDY_ID:64f8ce337b289a6b18812bba,2,2,17,85,88,duration:48562,startTime:Wed Sep 06 2023 16:40:02 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:40:51 GMT-0400 (Eastern Daylight Time)},0.88,0.472592593
6344534a15c77c9e3b0cd8c3,SESSION_ID:64f8e05de4749d6a88fd7136,STUDY_ID:64f8ce337b289a6b18812bba,2,12,20,5,10,duration:11390,startTime:Wed Sep 06 2023 15:30:16 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:30:27 GMT-0500 (Central Daylight Time)},0.1,0.010714286
633dbba020f607c3522b86ed,SESSION_ID:64f8e63618ccddb31cae3ab3,STUDY_ID:64f8ce337b289a6b18812bba,2,22,8,15,13,duration:51489,startTime:Wed Sep 06 2023 17:09:27 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 17:10:18 GMT-0400 (Eastern Daylight Time)},0.13,0.13
6116fc951576ba52d58c9886,SESSION_ID:64f9f45508f4b22e007a0d12,STUDY_ID:64f9ee09a7d6206585ae8d12,2,1,112,85,87,duration:37787,startTime:Thu Sep 07 2023 12:05:01 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 12:05:39 GMT-0400 (Eastern Daylight Time)},0.87,-0.061034483
6009b7cb660adc051f80bf83,SESSION_ID:64f888d15ac9397848033eba,STUDY_ID:64f87d77f1db16f3b98108c3,2,22,68,25,25,duration:7333,startTime:Wed Sep 06 2023 10:17:38 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:17:45 GMT-0400 (Eastern Daylight Time)},0.25,-0.342592593
5b1ff5f058c4e90001f83f37,SESSION_ID:64f88ee52fcc237037e09ce4,STUDY_ID:64f87d77f1db16f3b98108c3,2,24,102,45,48,duration:19093,startTime:Wed Sep 06 2023 11:20:46 GMT-0400 (EDT),submitTime:Wed Sep 06 2023 11:21:05 GMT-0400 (EDT)},0.48,-0.463396226
55d35a63da14d7001295328e,SESSION_ID:64f9f5356d1b5037b97a0ce9,STUDY_ID:64f9ee09a7d6206585ae8d12,2,14,84,45,45,duration:9227,startTime:Thu Sep 07 2023 12:11:30 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 12:11:40 GMT-0400 (Eastern Daylight Time)},0.45,-0.016666667
5dbc73047d3d3622bcd31170,SESSION_ID:64f88bd34c956d077235aee3,STUDY_ID:64f87d77f1db16f3b98108c3,2,17,92,5,5,duration:11550,startTime:Wed Sep 06 2023 09:29:52 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:30:03 GMT-0500 (Central Daylight Time)},0.05,-0.686842105
638c01625c212d643526dfae,SESSION_ID:64f8ef68a1600fc08e5ac779,STUDY_ID:64f8ce337b289a6b18812bba,2,3,48,95,100,duration:18104,startTime:Wed Sep 06 2023 16:37:06 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 16:37:24 GMT-0500 (Central Daylight Time)},1,0.117647059
614f571879ee135c5a579e08,SESSION_ID:64f8e3fa180d7a72c3aa196d,STUDY_ID:64f8ce337b289a6b18812bba,2,9,36,85,84,duration:18605,startTime:Wed Sep 06 2023 16:52:21 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:52:40 GMT-0400 (Eastern Daylight Time)},0.84,-0.081568627
