workerId,comment,answer1
H2SeRXC0,2,-1
H2SeRXC0,12,-1
H2SeRXC0,23,1
H2SeRXC0,7,-1
H2SeRXC0,38,1
H2SeRXC0,19,1
H2SeRXC0,48,1
H2SeRXC0,43,1
H2SeRXC0,52,1
H2SeRXC0,56,1
H2SeRXC0,61,-1
H2SeRXC0,63,-1
H2SeRXC0,70,1
H2SeRXC0,79,-1
H2SeRXC0,80,1
H2SeRXC0,86,1
H2SeRXC0,91,1
H2SeRXC0,90,1
H2SeRXC0,106,1
H2SeRXC0,102,1
H2SeRXC0,113,1
H2SeRXC0,117,1
aMRHXph2,12,-1
aMRHXph2,51,1
aMRHXph2,94,-1
aMRHXph2,9,-1
aMRHXph2,64,-1
aMRHXph2,115,1
aMRHXph2,76,1
aMRHXph2,72,-1
aMRHXph2,20,-1
aMRHXph2,88,1
aMRHXph2,61,-1
aMRHXph2,91,-1
aMRHXph2,5,-1
aMRHXph2,27,-1
aMRHXph2,37,1
aMRHXph2,19,-1
aMRHXph2,108,1
aMRHXph2,118,1
aMRHXph2,49,1
aMRHXph2,55,1
aMRHXph2,44,1
aMRHXph2,31,1
aMRHXph2,105,1
aMRHXph2,86,1
t6N3C5FH,38,1
t6N3C5FH,24,-1
t6N3C5FH,48,1
t6N3C5FH,20,-1
t6N3C5FH,41,1
t6N3C5FH,14,-1
t6N3C5FH,109,1
t6N3C5FH,68,-1
t6N3C5FH,5,-1
t6N3C5FH,91,-1
t6N3C5FH,101,1
t6N3C5FH,89,-1
t6N3C5FH,79,1
t6N3C5FH,63,-1
t6N3C5FH,111,1
t6N3C5FH,119,1
t6N3C5FH,55,1
t6N3C5FH,83,1
t6N3C5FH,4,-1
t6N3C5FH,52,1
t6N3C5FH,30,1
t6N3C5FH,72,-1
t6N3C5FH,12,-1
t6N3C5FH,90,-1
8hJNAZ3s,14,-1
8hJNAZ3s,3,-1
8hJNAZ3s,52,1
8hJNAZ3s,8,-1
8hJNAZ3s,16,-1
8hJNAZ3s,23,1
8hJNAZ3s,39,1
8hJNAZ3s,40,1
8hJNAZ3s,25,1
8hJNAZ3s,30,1
8hJNAZ3s,44,1
8hJNAZ3s,58,1
8hJNAZ3s,69,1
8hJNAZ3s,75,1
8hJNAZ3s,73,-1
8hJNAZ3s,68,-1
8hJNAZ3s,115,1
8hJNAZ3s,80,1
8hJNAZ3s,81,-1
8hJNAZ3s,102,1
8hJNAZ3s,105,1
8hJNAZ3s,117,1
8hJNAZ3s,91,1
8hJNAZ3s,98,1
w1ex4O0g,81,-1
w1ex4O0g,90,1
w1ex4O0g,0,-1
w1ex4O0g,12,-1
w1ex4O0g,8,-1
w1ex4O0g,17,1
w1ex4O0g,22,1
w1ex4O0g,38,1
w1ex4O0g,88,1
w1ex4O0g,32,1
w1ex4O0g,108,1
w1ex4O0g,97,1
w1ex4O0g,26,-1
w1ex4O0g,101,-1
w1ex4O0g,51,-1
w1ex4O0g,43,-1
w1ex4O0g,42,-1
w1ex4O0g,111,1
w1ex4O0g,56,1
w1ex4O0g,116,1
w1ex4O0g,67,-1
w1ex4O0g,79,-1
w1ex4O0g,64,-1
w1ex4O0g,70,-1
U9Avdqnc,41,1
U9Avdqnc,8,-1
U9Avdqnc,1,-1
U9Avdqnc,13,1
U9Avdqnc,68,1
U9Avdqnc,78,1
U9Avdqnc,75,1
U9Avdqnc,59,1
U9Avdqnc,18,1
U9Avdqnc,53,1
U9Avdqnc,25,1
U9Avdqnc,33,1
U9Avdqnc,42,1
U9Avdqnc,21,1
U9Avdqnc,31,1
U9Avdqnc,65,-1
U9Avdqnc,94,1
U9Avdqnc,103,1
U9Avdqnc,107,1
U9Avdqnc,110,1
U9Avdqnc,88,1
U9Avdqnc,118,1
U9Avdqnc,95,1
U9Avdqnc,85,1
HhCq8R2e,17,1
HhCq8R2e,9,-1
HhCq8R2e,110,1
HhCq8R2e,49,1
HhCq8R2e,89,-1
HhCq8R2e,94,1
HhCq8R2e,33,1
HhCq8R2e,44,1
HhCq8R2e,27,-1
HhCq8R2e,5,-1
HhCq8R2e,112,1
HhCq8R2e,52,1
HhCq8R2e,75,1
HhCq8R2e,77,-1
HhCq8R2e,92,-1
HhCq8R2e,11,-1
HhCq8R2e,104,1
HhCq8R2e,109,1
HhCq8R2e,84,1
HhCq8R2e,68,1
HhCq8R2e,60,-1
HhCq8R2e,23,1
HhCq8R2e,53,1
HhCq8R2e,31,1
nI6Hsdgq,23,1
nI6Hsdgq,11,1
nI6Hsdgq,117,1
nI6Hsdgq,31,1
nI6Hsdgq,80,1
nI6Hsdgq,45,1
nI6Hsdgq,65,-1
nI6Hsdgq,19,1
nI6Hsdgq,115,1
nI6Hsdgq,91,1
nI6Hsdgq,86,1
nI6Hsdgq,63,-1
nI6Hsdgq,25,1
nI6Hsdgq,79,-1
nI6Hsdgq,32,1
nI6Hsdgq,104,1
nI6Hsdgq,100,1
nI6Hsdgq,1,-1
nI6Hsdgq,9,-1
nI6Hsdgq,48,1
nI6Hsdgq,53,1
nI6Hsdgq,71,1
nI6Hsdgq,94,1
nI6Hsdgq,55,1
gFoRzOaT,80,1
gFoRzOaT,105,1
gFoRzOaT,5,-1
gFoRzOaT,88,1
gFoRzOaT,47,1
gFoRzOaT,7,-1
gFoRzOaT,18,1
gFoRzOaT,41,1
gFoRzOaT,97,1
gFoRzOaT,16,-1
gFoRzOaT,59,1
gFoRzOaT,96,1
gFoRzOaT,117,1
gFoRzOaT,56,1
gFoRzOaT,112,1
gFoRzOaT,21,1
gFoRzOaT,79,1
gFoRzOaT,22,1
gFoRzOaT,102,1
gFoRzOaT,69,1
gFoRzOaT,61,-1
gFoRzOaT,31,1
gFoRzOaT,35,1
gFoRzOaT,76,1
c1SsZspf,66,-1
c1SsZspf,85,1
c1SsZspf,88,1
c1SsZspf,6,-1
c1SsZspf,70,1
c1SsZspf,5,-1
c1SsZspf,111,1
c1SsZspf,37,1
c1SsZspf,65,-1
c1SsZspf,97,1
c1SsZspf,57,1
c1SsZspf,34,1
c1SsZspf,119,1
c1SsZspf,50,1
c1SsZspf,13,-1
c1SsZspf,106,1
c1SsZspf,14,-1
c1SsZspf,48,1
c1SsZspf,103,1
c1SsZspf,29,-1
c1SsZspf,73,1
c1SsZspf,24,-1
c1SsZspf,40,1
c1SsZspf,98,1
bXMiKpZX,12,-1
bXMiKpZX,64,-1
bXMiKpZX,39,1
bXMiKpZX,100,1
bXMiKpZX,10,-1
bXMiKpZX,40,1
bXMiKpZX,110,1
bXMiKpZX,26,-1
bXMiKpZX,43,1
bXMiKpZX,112,1
bXMiKpZX,103,1
bXMiKpZX,93,1
bXMiKpZX,30,1
bXMiKpZX,55,1
bXMiKpZX,51,1
bXMiKpZX,75,1
bXMiKpZX,1,-1
bXMiKpZX,61,-1
bXMiKpZX,87,1
bXMiKpZX,6,-1
bXMiKpZX,86,-1
bXMiKpZX,28,1
bXMiKpZX,97,1
bXMiKpZX,78,1
gQf4iaGR,72,-1
gQf4iaGR,28,1
gQf4iaGR,118,1
gQf4iaGR,19,-1
gQf4iaGR,52,1
gQf4iaGR,37,1
gQf4iaGR,88,1
gQf4iaGR,101,1
gQf4iaGR,66,-1
gQf4iaGR,115,1
gQf4iaGR,97,1
gQf4iaGR,84,-1
gQf4iaGR,93,-1
gQf4iaGR,31,1
gQf4iaGR,4,-1
gQf4iaGR,6,-1
gQf4iaGR,106,1
gQf4iaGR,18,-1
gQf4iaGR,46,1
gQf4iaGR,74,-1
gQf4iaGR,45,1
gQf4iaGR,51,1
gQf4iaGR,27,-1
gQf4iaGR,61,-1
qOIa5kiz,110,1
qOIa5kiz,11,1
qOIa5kiz,76,1
qOIa5kiz,101,1
qOIa5kiz,50,1
qOIa5kiz,98,1
qOIa5kiz,66,-1
qOIa5kiz,20,-1
qOIa5kiz,45,1
qOIa5kiz,90,-1
qOIa5kiz,4,-1
qOIa5kiz,21,1
qOIa5kiz,102,1
qOIa5kiz,61,-1
qOIa5kiz,115,1
qOIa5kiz,72,-1
qOIa5kiz,30,1
qOIa5kiz,18,-1
qOIa5kiz,88,1
qOIa5kiz,80,1
qOIa5kiz,6,-1
qOIa5kiz,39,1
qOIa5kiz,51,1
qOIa5kiz,47,1
5h5TAcqq,19,1
5h5TAcqq,65,-1
5h5TAcqq,117,1
5h5TAcqq,6,-1
5h5TAcqq,32,1
5h5TAcqq,28,1
5h5TAcqq,27,1
5h5TAcqq,114,1
5h5TAcqq,82,1
5h5TAcqq,81,1
5h5TAcqq,100,1
5h5TAcqq,93,1
5h5TAcqq,102,1
5h5TAcqq,59,1
5h5TAcqq,57,1
5h5TAcqq,33,1
5h5TAcqq,14,-1
5h5TAcqq,61,-1
5h5TAcqq,71,-1
5h5TAcqq,3,-1
5h5TAcqq,40,1
5h5TAcqq,98,1
5h5TAcqq,41,1
5h5TAcqq,76,1
BRnHiHEX,8,-1
BRnHiHEX,104,1
BRnHiHEX,119,1
BRnHiHEX,93,-1
BRnHiHEX,87,-1
BRnHiHEX,31,-1
BRnHiHEX,3,-1
BRnHiHEX,59,1
BRnHiHEX,67,-1
BRnHiHEX,65,-1
BRnHiHEX,114,1
BRnHiHEX,92,-1
BRnHiHEX,107,1
BRnHiHEX,13,-1
BRnHiHEX,72,-1
BRnHiHEX,71,-1
BRnHiHEX,29,-1
BRnHiHEX,42,1
BRnHiHEX,10,-1
BRnHiHEX,81,-1
BRnHiHEX,27,-1
BRnHiHEX,41,1
BRnHiHEX,54,1
BRnHiHEX,35,1
02lQ14h8,112,1
02lQ14h8,104,-1
02lQ14h8,11,-1
02lQ14h8,22,-1
02lQ14h8,59,1
02lQ14h8,28,1
02lQ14h8,80,1
02lQ14h8,5,-1
02lQ14h8,1,-1
02lQ14h8,40,1
02lQ14h8,79,-1
02lQ14h8,68,1
02lQ14h8,72,-1
02lQ14h8,60,-1
02lQ14h8,44,-1
02lQ14h8,105,1
02lQ14h8,93,-1
02lQ14h8,39,1
02lQ14h8,52,1
02lQ14h8,37,1
02lQ14h8,94,1
02lQ14h8,110,1
02lQ14h8,89,1
02lQ14h8,10,1
YUvubfpm,94,1
YUvubfpm,15,-1
YUvubfpm,12,-1
YUvubfpm,110,1
YUvubfpm,109,1
YUvubfpm,72,-1
YUvubfpm,6,-1
YUvubfpm,58,1
YUvubfpm,73,-1
YUvubfpm,100,1
YUvubfpm,24,1
YUvubfpm,30,1
YUvubfpm,42,1
YUvubfpm,25,1
YUvubfpm,34,1
YUvubfpm,90,1
YUvubfpm,66,-1
YUvubfpm,45,1
YUvubfpm,59,1
YUvubfpm,82,-1
YUvubfpm,69,1
YUvubfpm,9,-1
YUvubfpm,88,1
YUvubfpm,111,1
PZDV109V,66,-1
PZDV109V,44,1
PZDV109V,16,-1
PZDV109V,8,-1
PZDV109V,14,-1
PZDV109V,111,1
PZDV109V,107,1
PZDV109V,51,1
PZDV109V,74,-1
PZDV109V,20,-1
PZDV109V,34,1
PZDV109V,97,1
PZDV109V,87,1
PZDV109V,49,1
PZDV109V,50,1
PZDV109V,72,-1
PZDV109V,7,-1
PZDV109V,103,-1
PZDV109V,67,-1
PZDV109V,85,-1
PZDV109V,119,1
PZDV109V,99,1
PZDV109V,37,1
PZDV109V,27,1
cmVm5Zyt,15,-1
cmVm5Zyt,36,1
cmVm5Zyt,115,1
cmVm5Zyt,43,1
cmVm5Zyt,68,1
cmVm5Zyt,81,1
cmVm5Zyt,40,1
cmVm5Zyt,92,1
cmVm5Zyt,32,1
cmVm5Zyt,111,1
cmVm5Zyt,14,-1
cmVm5Zyt,96,-1
cmVm5Zyt,71,-1
cmVm5Zyt,1,-1
cmVm5Zyt,87,1
cmVm5Zyt,101,1
cmVm5Zyt,7,-1
cmVm5Zyt,103,-1
cmVm5Zyt,50,1
cmVm5Zyt,62,-1
cmVm5Zyt,79,-1
cmVm5Zyt,27,-1
cmVm5Zyt,25,1
cmVm5Zyt,58,1
DgTqQd1R,1,-1
DgTqQd1R,37,1
DgTqQd1R,117,1
DgTqQd1R,104,1
DgTqQd1R,33,1
DgTqQd1R,63,-1
DgTqQd1R,99,1
DgTqQd1R,111,1
DgTqQd1R,61,-1
DgTqQd1R,21,1
DgTqQd1R,90,1
DgTqQd1R,80,1
DgTqQd1R,84,-1
DgTqQd1R,44,1
DgTqQd1R,42,1
DgTqQd1R,11,-1
DgTqQd1R,18,-1
DgTqQd1R,70,-1
DgTqQd1R,8,-1
DgTqQd1R,24,1
DgTqQd1R,58,1
DgTqQd1R,51,1
DgTqQd1R,101,1
DgTqQd1R,75,1
MqaVYuYI,72,-1
MqaVYuYI,54,1
MqaVYuYI,26,1
MqaVYuYI,84,1
MqaVYuYI,22,-1
MqaVYuYI,32,1
MqaVYuYI,67,-1
MqaVYuYI,2,-1
MqaVYuYI,64,-1
MqaVYuYI,79,-1
MqaVYuYI,4,-1
MqaVYuYI,116,1
MqaVYuYI,48,1
MqaVYuYI,51,1
MqaVYuYI,12,-1
MqaVYuYI,111,1
MqaVYuYI,49,1
MqaVYuYI,101,1
MqaVYuYI,81,-1
MqaVYuYI,92,1
MqaVYuYI,97,1
MqaVYuYI,38,1
MqaVYuYI,17,-1
MqaVYuYI,104,1
MjgpTcPL,2,-1
MjgpTcPL,30,1
MjgpTcPL,67,-1
MjgpTcPL,19,1
MjgpTcPL,116,1
MjgpTcPL,91,1
MjgpTcPL,104,1
MjgpTcPL,25,1
MjgpTcPL,85,1
MjgpTcPL,78,1
MjgpTcPL,80,1
MjgpTcPL,18,1
MjgpTcPL,63,-1
MjgpTcPL,55,1
MjgpTcPL,20,-1
MjgpTcPL,47,1
MjgpTcPL,98,1
MjgpTcPL,76,-1
MjgpTcPL,36,1
MjgpTcPL,1,-1
MjgpTcPL,43,1
MjgpTcPL,56,1
MjgpTcPL,102,1
MjgpTcPL,111,1
aYjSrPhx,3,-1
aYjSrPhx,107,1
aYjSrPhx,24,1
aYjSrPhx,29,1
aYjSrPhx,47,1
aYjSrPhx,71,-1
aYjSrPhx,80,-1
aYjSrPhx,116,1
aYjSrPhx,31,1
aYjSrPhx,62,-1
aYjSrPhx,99,1
aYjSrPhx,34,1
aYjSrPhx,65,-1
aYjSrPhx,5,-1
aYjSrPhx,113,1
aYjSrPhx,18,-1
aYjSrPhx,59,1
aYjSrPhx,104,-1
aYjSrPhx,81,-1
aYjSrPhx,96,-1
aYjSrPhx,14,-1
aYjSrPhx,41,1
aYjSrPhx,57,1
aYjSrPhx,79,-1
MRgHBeU8,25,1
MRgHBeU8,36,1
MRgHBeU8,91,1
MRgHBeU8,46,1
MRgHBeU8,38,1
MRgHBeU8,56,1
MRgHBeU8,10,-1
MRgHBeU8,102,1
MRgHBeU8,110,1
MRgHBeU8,66,-1
MRgHBeU8,82,1
MRgHBeU8,22,1
MRgHBeU8,67,-1
MRgHBeU8,16,-1
MRgHBeU8,7,-1
MRgHBeU8,76,1
MRgHBeU8,96,1
MRgHBeU8,42,1
MRgHBeU8,3,-1
MRgHBeU8,77,-1
MRgHBeU8,116,1
MRgHBeU8,52,1
MRgHBeU8,88,1
MRgHBeU8,105,1
VuXHTegs,14,-1
VuXHTegs,71,1
VuXHTegs,24,1
VuXHTegs,40,1
VuXHTegs,31,1
VuXHTegs,119,1
VuXHTegs,112,1
VuXHTegs,100,1
VuXHTegs,5,-1
VuXHTegs,20,-1
VuXHTegs,98,1
VuXHTegs,44,1
VuXHTegs,93,1
VuXHTegs,51,1
VuXHTegs,6,-1
VuXHTegs,65,-1
VuXHTegs,10,-1
VuXHTegs,76,1
VuXHTegs,89,1
VuXHTegs,32,-1
VuXHTegs,53,1
VuXHTegs,68,1
VuXHTegs,105,1
VuXHTegs,82,1
VdfOsExq,45,1
VdfOsExq,78,1
VdfOsExq,23,-1
VdfOsExq,56,1
VdfOsExq,11,-1
VdfOsExq,30,1
VdfOsExq,69,-1
VdfOsExq,85,-1
VdfOsExq,75,-1
VdfOsExq,40,1
VdfOsExq,15,-1
VdfOsExq,115,1
VdfOsExq,26,1
VdfOsExq,60,-1
VdfOsExq,4,-1
VdfOsExq,86,1
VdfOsExq,108,1
VdfOsExq,3,-1
VdfOsExq,119,1
VdfOsExq,58,1
VdfOsExq,96,-1
VdfOsExq,36,1
VdfOsExq,101,1
VdfOsExq,91,-1
Iz3UKOFf,5,-1
Iz3UKOFf,21,1
Iz3UKOFf,36,1
Iz3UKOFf,6,-1
Iz3UKOFf,95,1
Iz3UKOFf,76,1
Iz3UKOFf,61,-1
Iz3UKOFf,97,1
Iz3UKOFf,70,1
Iz3UKOFf,111,1
Iz3UKOFf,50,1
Iz3UKOFf,12,-1
Iz3UKOFf,11,-1
Iz3UKOFf,89,1
Iz3UKOFf,58,1
Iz3UKOFf,41,1
Iz3UKOFf,103,-1
Iz3UKOFf,34,1
Iz3UKOFf,62,-1
Iz3UKOFf,82,-1
Iz3UKOFf,45,1
Iz3UKOFf,104,-1
Iz3UKOFf,112,1
Iz3UKOFf,20,-1
ixYvSArs,7,-1
ixYvSArs,86,1
ixYvSArs,92,1
ixYvSArs,13,-1
ixYvSArs,110,1
ixYvSArs,80,1
ixYvSArs,95,-1
ixYvSArs,77,1
ixYvSArs,106,1
ixYvSArs,6,-1
ixYvSArs,12,-1
ixYvSArs,114,1
ixYvSArs,38,1
ixYvSArs,64,-1
ixYvSArs,103,1
ixYvSArs,40,1
ixYvSArs,21,1
ixYvSArs,30,1
ixYvSArs,60,-1
ixYvSArs,76,1
ixYvSArs,56,1
ixYvSArs,24,1
ixYvSArs,41,1
ixYvSArs,55,1
7gYBFADg,58,1
7gYBFADg,1,-1
7gYBFADg,80,1
7gYBFADg,12,-1
7gYBFADg,38,1
7gYBFADg,117,1
7gYBFADg,105,1
7gYBFADg,94,-1
7gYBFADg,100,1
7gYBFADg,111,1
7gYBFADg,53,1
7gYBFADg,95,-1
7gYBFADg,22,-1
7gYBFADg,75,1
7gYBFADg,26,-1
7gYBFADg,68,1
7gYBFADg,42,1
7gYBFADg,13,1
7gYBFADg,43,1
7gYBFADg,74,-1
7gYBFADg,3,-1
7gYBFADg,62,-1
7gYBFADg,37,1
7gYBFADg,83,-1
sC9b4nEa,62,-1
sC9b4nEa,80,1
sC9b4nEa,71,-1
sC9b4nEa,106,1
sC9b4nEa,28,1
sC9b4nEa,112,1
sC9b4nEa,95,1
sC9b4nEa,61,-1
sC9b4nEa,30,1
sC9b4nEa,6,-1
sC9b4nEa,51,1
sC9b4nEa,93,-1
sC9b4nEa,81,-1
sC9b4nEa,8,-1
sC9b4nEa,45,1
sC9b4nEa,22,-1
sC9b4nEa,15,-1
sC9b4nEa,35,-1
sC9b4nEa,114,1
sC9b4nEa,46,1
sC9b4nEa,19,-1
sC9b4nEa,100,1
sC9b4nEa,70,-1
sC9b4nEa,59,1
TBAuhmmM,107,1
TBAuhmmM,66,-1
TBAuhmmM,98,1
TBAuhmmM,9,-1
TBAuhmmM,59,1
TBAuhmmM,25,1
TBAuhmmM,68,-1
TBAuhmmM,103,-1
TBAuhmmM,49,1
TBAuhmmM,13,1
TBAuhmmM,45,1
TBAuhmmM,18,1
TBAuhmmM,7,-1
TBAuhmmM,88,1
TBAuhmmM,113,1
TBAuhmmM,116,1
TBAuhmmM,97,1
TBAuhmmM,31,1
TBAuhmmM,75,-1
TBAuhmmM,33,1
TBAuhmmM,56,1
TBAuhmmM,72,-1
TBAuhmmM,81,1
TBAuhmmM,22,-1
nYU0GdPF,20,-1
nYU0GdPF,100,1
nYU0GdPF,23,1
nYU0GdPF,101,1
nYU0GdPF,113,1
nYU0GdPF,3,1
nYU0GdPF,110,1
nYU0GdPF,2,-1
nYU0GdPF,31,1
nYU0GdPF,17,1
nYU0GdPF,88,-1
nYU0GdPF,81,-1
nYU0GdPF,19,-1
nYU0GdPF,93,-1
nYU0GdPF,36,-1
nYU0GdPF,98,1
nYU0GdPF,52,1
nYU0GdPF,48,-1
nYU0GdPF,49,-1
nYU0GdPF,53,1
nYU0GdPF,62,-1
nYU0GdPF,73,-1
nYU0GdPF,64,-1
nYU0GdPF,75,-1
dvsLeMEp,12,-1
dvsLeMEp,113,1
dvsLeMEp,52,1
dvsLeMEp,107,1
dvsLeMEp,63,-1
dvsLeMEp,6,-1
dvsLeMEp,102,-1
dvsLeMEp,99,1
dvsLeMEp,29,1
dvsLeMEp,44,1
dvsLeMEp,19,1
dvsLeMEp,39,1
dvsLeMEp,91,1
dvsLeMEp,45,1
dvsLeMEp,111,1
dvsLeMEp,24,1
dvsLeMEp,81,1
dvsLeMEp,89,-1
dvsLeMEp,60,-1
dvsLeMEp,71,-1
dvsLeMEp,3,-1
dvsLeMEp,30,1
dvsLeMEp,50,1
dvsLeMEp,72,-1
gYZv2Nb6,9,-1
gYZv2Nb6,7,-1
gYZv2Nb6,97,1
gYZv2Nb6,94,1
gYZv2Nb6,80,1
gYZv2Nb6,40,1
gYZv2Nb6,71,-1
gYZv2Nb6,104,1
gYZv2Nb6,111,1
gYZv2Nb6,13,1
gYZv2Nb6,61,-1
gYZv2Nb6,26,-1
gYZv2Nb6,85,1
gYZv2Nb6,16,1
gYZv2Nb6,37,1
gYZv2Nb6,65,-1
gYZv2Nb6,27,1
gYZv2Nb6,30,1
gYZv2Nb6,117,1
gYZv2Nb6,58,1
gYZv2Nb6,55,1
gYZv2Nb6,75,1
gYZv2Nb6,105,1
gYZv2Nb6,46,1
nClj0PjK,17,1
nClj0PjK,110,-1
nClj0PjK,69,1
nClj0PjK,33,1
nClj0PjK,105,1
nClj0PjK,11,-1
nClj0PjK,34,1
nClj0PjK,98,-1
nClj0PjK,93,1
nClj0PjK,86,1
nClj0PjK,25,-1
nClj0PjK,85,-1
nClj0PjK,22,1
nClj0PjK,55,1
nClj0PjK,72,-1
nClj0PjK,5,-1
nClj0PjK,118,1
nClj0PjK,8,-1
nClj0PjK,106,-1
nClj0PjK,78,1
nClj0PjK,43,1
nClj0PjK,63,-1
nClj0PjK,44,1
nClj0PjK,58,1
piNSbTxc,16,-1
piNSbTxc,10,-1
piNSbTxc,42,1
piNSbTxc,81,1
piNSbTxc,94,1
piNSbTxc,44,1
piNSbTxc,21,1
piNSbTxc,62,-1
piNSbTxc,108,1
piNSbTxc,78,1
piNSbTxc,50,1
piNSbTxc,1,1
piNSbTxc,53,1
piNSbTxc,0,-1
piNSbTxc,112,1
piNSbTxc,106,1
piNSbTxc,28,1
piNSbTxc,111,1
piNSbTxc,32,1
piNSbTxc,73,1
piNSbTxc,89,1
piNSbTxc,37,1
piNSbTxc,67,-1
piNSbTxc,95,1
8kg4Tskc,82,1
8kg4Tskc,26,1
8kg4Tskc,40,1
8kg4Tskc,91,-1
8kg4Tskc,66,-1
8kg4Tskc,90,-1
8kg4Tskc,71,-1
8kg4Tskc,118,-1
8kg4Tskc,24,1
8kg4Tskc,78,-1
8kg4Tskc,38,1
8kg4Tskc,12,-1
8kg4Tskc,101,1
8kg4Tskc,58,-1
8kg4Tskc,19,1
8kg4Tskc,64,-1
8kg4Tskc,107,1
8kg4Tskc,0,-1
8kg4Tskc,36,1
8kg4Tskc,46,1
8kg4Tskc,83,-1
8kg4Tskc,51,1
8kg4Tskc,110,1
8kg4Tskc,2,-1
tKWYKZtp,34,1
tKWYKZtp,83,-1
tKWYKZtp,35,1
tKWYKZtp,57,1
tKWYKZtp,14,1
tKWYKZtp,68,-1
tKWYKZtp,48,1
tKWYKZtp,5,-1
tKWYKZtp,116,1
tKWYKZtp,27,-1
tKWYKZtp,86,1
tKWYKZtp,8,-1
tKWYKZtp,70,-1
tKWYKZtp,96,1
tKWYKZtp,59,1
tKWYKZtp,76,1
tKWYKZtp,66,1
tKWYKZtp,91,1
tKWYKZtp,104,1
tKWYKZtp,18,1
tKWYKZtp,26,1
tKWYKZtp,105,1
tKWYKZtp,43,1
tKWYKZtp,113,1
WcWbEU4c,12,-1
WcWbEU4c,86,1
WcWbEU4c,45,1
WcWbEU4c,95,1
WcWbEU4c,92,1
WcWbEU4c,40,1
WcWbEU4c,50,1
WcWbEU4c,114,1
WcWbEU4c,51,1
WcWbEU4c,104,1
WcWbEU4c,115,1
WcWbEU4c,103,1
WcWbEU4c,84,-1
WcWbEU4c,74,-1
WcWbEU4c,29,1
WcWbEU4c,73,1
WcWbEU4c,11,-1
WcWbEU4c,6,-1
WcWbEU4c,61,-1
WcWbEU4c,4,-1
WcWbEU4c,60,-1
WcWbEU4c,25,-1
WcWbEU4c,33,1
WcWbEU4c,38,1
G2ufm0gn,62,-1
G2ufm0gn,5,-1
G2ufm0gn,48,1
G2ufm0gn,58,1
G2ufm0gn,36,1
G2ufm0gn,20,-1
G2ufm0gn,75,1
G2ufm0gn,3,1
G2ufm0gn,94,1
G2ufm0gn,95,1
G2ufm0gn,104,1
G2ufm0gn,80,1
G2ufm0gn,87,1
G2ufm0gn,31,1
G2ufm0gn,46,1
G2ufm0gn,78,1
G2ufm0gn,110,1
G2ufm0gn,114,1
G2ufm0gn,60,-1
G2ufm0gn,55,1
G2ufm0gn,100,1
G2ufm0gn,13,1
G2ufm0gn,19,-1
G2ufm0gn,21,1
eFKC2YDE,47,1
eFKC2YDE,31,1
eFKC2YDE,25,-1
eFKC2YDE,42,1
eFKC2YDE,58,1
eFKC2YDE,0,-1
eFKC2YDE,55,1
eFKC2YDE,28,1
eFKC2YDE,60,-1
eFKC2YDE,1,-1
eFKC2YDE,67,-1
eFKC2YDE,71,-1
eFKC2YDE,34,1
eFKC2YDE,13,-1
eFKC2YDE,79,-1
eFKC2YDE,11,1
eFKC2YDE,87,-1
eFKC2YDE,114,1
eFKC2YDE,93,-1
eFKC2YDE,108,1
eFKC2YDE,103,-1
eFKC2YDE,112,1
eFKC2YDE,94,-1
eFKC2YDE,85,-1
z9Ixw1iH,3,-1
z9Ixw1iH,2,-1
z9Ixw1iH,54,1
z9Ixw1iH,89,1
z9Ixw1iH,83,1
z9Ixw1iH,114,1
z9Ixw1iH,39,1
z9Ixw1iH,22,1
z9Ixw1iH,75,1
z9Ixw1iH,112,1
z9Ixw1iH,23,1
z9Ixw1iH,65,-1
z9Ixw1iH,18,-1
z9Ixw1iH,51,1
z9Ixw1iH,43,1
z9Ixw1iH,99,1
z9Ixw1iH,100,1
z9Ixw1iH,48,1
z9Ixw1iH,13,1
z9Ixw1iH,98,1
z9Ixw1iH,67,-1
z9Ixw1iH,107,1
z9Ixw1iH,38,1
z9Ixw1iH,76,1
Bey7OBLx,30,1
Bey7OBLx,78,1
Bey7OBLx,67,-1
Bey7OBLx,9,-1
Bey7OBLx,3,1
Bey7OBLx,47,1
Bey7OBLx,81,1
Bey7OBLx,10,1
Bey7OBLx,87,1
Bey7OBLx,101,1
Bey7OBLx,91,1
Bey7OBLx,19,-1
Bey7OBLx,113,-1
Bey7OBLx,45,1
Bey7OBLx,22,-1
Bey7OBLx,107,1
Bey7OBLx,52,1
Bey7OBLx,64,-1
Bey7OBLx,34,1
Bey7OBLx,77,1
Bey7OBLx,111,1
Bey7OBLx,97,1
Bey7OBLx,24,1
Bey7OBLx,55,1
PZ31hFfy,26,-1
PZ31hFfy,38,1
PZ31hFfy,87,1
PZ31hFfy,55,1
PZ31hFfy,60,-1
PZ31hFfy,30,1
PZ31hFfy,105,1
PZ31hFfy,7,-1
PZ31hFfy,65,-1
PZ31hFfy,76,1
PZ31hFfy,58,1
PZ31hFfy,111,1
PZ31hFfy,98,1
PZ31hFfy,18,-1
PZ31hFfy,41,1
PZ31hFfy,8,-1
PZ31hFfy,72,-1
PZ31hFfy,27,-1
PZ31hFfy,17,-1
PZ31hFfy,85,-1
PZ31hFfy,119,1
PZ31hFfy,44,1
PZ31hFfy,90,1
PZ31hFfy,106,1
vHPUq3j3,36,1
vHPUq3j3,100,1
vHPUq3j3,115,1
