workerId,Session,Study,treatmentId,taskId,comment,answer1,answer2,answerf,answerm,duration,startTime,submitTime,answer_f,answer_m,bias_f,bias_m
62686fdb4b7b799abadf0303,SESSION_ID:64fb38d7d477c8f7ba092c9e,STUDY_ID:64fb25990f2d04d645f0af85,3,5,19,45,75,50,78,duration:35514,startTime:Fri Sep 08 2023 11:15:04 GMT-0400 (Eastern Daylight Time),submitTime:Fri Sep 08 2023 11:15:40 GMT-0400 (Eastern Daylight Time)},0.5,0.78,-0.026315789,0.422857143
57656f6c2bfddf000125cce5,SESSION_ID:64f8e566cacc9d3b07920cb6,STUDY_ID:64f8ce337b289a6b18812bba,3,21,63,5,5,3,3,duration:29216,startTime:Wed Sep 06 2023 17:07:08 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 17:07:37 GMT-0400 (Eastern Daylight Time)},0.03,0.03,-0.060909091,-0.083207547
5f5be09e16b98d18b3d213db,SESSION_ID:64fa27ccc754ec161ab9591e,STUDY_ID:64fa1e7d676feb23d42ed75d,3,20,64,1,1,0,0,duration:8453,startTime:Thu Sep 07 2023 14:55:10 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 14:55:18 GMT-0500 (Central Daylight Time)},0,0,0,0
5c4e68d8bcc3dc00015501fb,SESSION_ID:64fa51e84f73375bda512465,STUDY_ID:64fa428fa4e478e7a98223f8,3,18,97,95,85,92,83,duration:24255,startTime:Thu Sep 07 2023 18:56:26 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 18:56:50 GMT-0400 (Eastern Daylight Time)},0.92,0.83,-0.03,-0.152758621
5edae7d8d517f50009cbac62,SESSION_ID:64f8e1ad04848d80b1960a7d,STUDY_ID:64f8ce337b289a6b18812bba,3,22,108,95,95,100,100,duration:15868,startTime:Wed Sep 06 2023 15:43:18 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:43:33 GMT-0500 (Central Daylight Time)},1,1,0.089285714,0
648786bd2c580f666fb051cd,SESSION_ID:64fa33ea84d49710740965ad,STUDY_ID:64fa1e7d676feb23d42ed75d,3,17,82,15,15,15,15,duration:28708,startTime:Thu Sep 07 2023 15:53:16 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 15:53:45 GMT-0500 (Central Daylight Time)},0.15,0.15,-0.359803922,-0.397169811
63b63938dbf229f3eb46d4a4,SESSION_ID:64f88e15be77a009fbb25083,STUDY_ID:64f87d77f1db16f3b98108c2,3,22,42,95,95,100,100,duration:14582,startTime:Wed Sep 06 2023 10:50:42 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:50:56 GMT-0400 (Eastern Daylight Time)},1,1,0.017241379,0.039215686
5f29c35127bcc61497b0b1ac,SESSION_ID:64f8d750ab79699f6fe34474,STUDY_ID:64f8ce337b289a6b18812bba,3,13,27,5,1,5,0,duration:24575,startTime:Wed Sep 06 2023 14:58:40 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 14:59:05 GMT-0500 (Central Daylight Time)},0.05,0,-0.270754717,-0.355932203
61731c0ef27028acbfbbf972,SESSION_ID:64f8e6a1eba715a7ecd98baa,STUDY_ID:64f8ce337b289a6b18812bba,3,19,112,55,95,55,95,duration:21118,startTime:Wed Sep 06 2023 17:06:27 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 17:06:48 GMT-0400 (Eastern Daylight Time)},0.55,0.95,-0.363793103,0.018965517
5dc6e8472865554f0289bb6d,SESSION_ID:64f88f216e0884bb5f2e7fc5,STUDY_ID:64f87d77f1db16f3b98108c3,3,7,102,55,95,60,100,duration:27200,startTime:Wed Sep 06 2023 09:43:34 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:44:01 GMT-0500 (Central Daylight Time)},0.6,1,-0.331034483,0.056603774
6017ee441e8f20aa1fbfb114,SESSION_ID:64f8e6d3662cc92670b875cc,STUDY_ID:64f8ce337b289a6b18812bba,3,22,43,95,95,99,98,duration:28945,startTime:Wed Sep 06 2023 17:15:26 GMT-0400 (アメリカ東部夏時間),submitTime:Wed Sep 06 2023 17:15:55 GMT-0400 (アメリカ東部夏時間)},0.99,0.98,0.007857143,0.058431373
609ccafaf59efe6d8b43503f,SESSION_ID:64fa2b03581eb9b0c1de3ef3,STUDY_ID:64fa1e7d676feb23d42ed75d,3,3,74,5,5,3,2,duration:92217,startTime:Thu Sep 07 2023 13:05:21 GMT-0700 (Pacific Daylight Time),submitTime:Thu Sep 07 2023 13:06:54 GMT-0700 (Pacific Daylight Time)},0.03,0.02,-0.452142857,-0.34
633129042bb1ab9f1847e81f,SESSION_ID:64f8e46526771fd55e2f79ab,STUDY_ID:64f8ce337b289a6b18812bba,3,13,117,95,95,93,98,duration:24135,startTime:Wed Sep 06 2023 13:50:40 GMT-0700 (Mountain Standard Time),submitTime:Wed Sep 06 2023 13:51:04 GMT-0700 (Mountain Standard Time)},0.93,0.98,-0.07,-0.02
61bb389740db417c1a138cad,SESSION_ID:64f88899d43973b16d5fb944,STUDY_ID:64f87d77f1db16f3b98108c2,3,23,76,45,55,41,60,duration:33517,startTime:Wed Sep 06 2023 10:31:23 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:31:57 GMT-0400 (Eastern Daylight Time)},0.41,0.6,-0.386296296,-0.262745098
5c56006bb419770001c0ed2c,SESSION_ID:64f88ae90c20776533a396ab,STUDY_ID:64f87d77f1db16f3b98108c2,3,21,36,95,55,100,51,duration:13192,startTime:Wed Sep 06 2023 10:29:30 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:29:43 GMT-0400 (Eastern Daylight Time)},1,0.51,0,-0.411568627
60fe250b3984cfdf32c05860,SESSION_ID:64f8e3d765d7cf108981196d,STUDY_ID:64f8ce337b289a6b18812bbb,3,20,60,5,5,4,2,duration:18008,startTime:Wed Sep 06 2023 15:52:14 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:52:32 GMT-0500 (Central Daylight Time)},0.04,0.02,0.04,0.02
5c1053202b16ba0001c86317,SESSION_ID:64f8e70df68f75a97ffd7124,STUDY_ID:64f8ce337b289a6b18812bba,3,17,2,1,1,0,0,duration:9516,startTime:Wed Sep 06 2023 16:01:25 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 16:01:35 GMT-0500 (Central Daylight Time)},0,0,0,-0.018518519
633643465b40568290457617,SESSION_ID:64f8d4bd3684ef5bfd4996c1,STUDY_ID:64f8ce337b289a6b18812bba,3,5,22,5,5,5,5,duration:27336,startTime:Wed Sep 06 2023 14:40:59 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 14:41:26 GMT-0500 (Central Daylight Time)},0.05,0.05,-0.421698113,-0.45877193
57d810f1813eb30001825b65,SESSION_ID:64fa4e4b166231dbd3211db4,STUDY_ID:64fa428fa4e478e7a98223f8,3,15,97,85,45,90,50,duration:19811,startTime:Thu Sep 07 2023 17:41:03 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 17:41:22 GMT-0500 (Central Daylight Time)},0.9,0.5,-0.05,-0.482758621
609ccafaf59efe6d8b43503f,SESSION_ID:64fa2b03581eb9b0c1de3ef3,STUDY_ID:64fa1e7d676feb23d42ed75d,3,17,19,75,65,75,70,duration:63942,startTime:Thu Sep 07 2023 13:18:21 GMT-0700 (Pacific Daylight Time),submitTime:Thu Sep 07 2023 13:19:25 GMT-0700 (Pacific Daylight Time)},0.75,0.7,0.223684211,0.342857143
5edae7d8d517f50009cbac62,SESSION_ID:64f8e1ad04848d80b1960a7d,STUDY_ID:64f8ce337b289a6b18812bba,3,20,63,25,35,30,35,duration:29038,startTime:Wed Sep 06 2023 15:42:22 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:42:51 GMT-0500 (Central Daylight Time)},0.3,0.35,0.209090909,0.236792453
615b39c56d4a42f215089b8a,SESSION_ID:64f8db4909b88d0f376145bb,STUDY_ID:64f8ce337b289a6b18812bba,3,8,59,75,35,80,40,duration:17245,startTime:Wed Sep 06 2023 16:09:22 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:09:39 GMT-0400 (Eastern Daylight Time)},0.8,0.4,-0.2,-0.582758621
5f5be09e16b98d18b3d213db,SESSION_ID:64fa27ccc754ec161ab9591e,STUDY_ID:64fa1e7d676feb23d42ed75d,3,22,104,85,85,85,81,duration:18380,startTime:Thu Sep 07 2023 14:55:34 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 14:55:52 GMT-0500 (Central Daylight Time)},0.85,0.81,0.03,-0.118571429
5e9f5c69290ef80c286040e5,SESSION_ID:64f8e46fcacc9d3b07920c53,STUDY_ID:64f8ce337b289a6b18812bba,3,24,77,5,5,10,10,duration:13827,startTime:Wed Sep 06 2023 14:55:32 GMT-0600 (Mountain Daylight Time),submitTime:Wed Sep 06 2023 14:55:46 GMT-0600 (Mountain Daylight Time)},0.1,0.1,-0.371698113,-0.46
5f6ed11ceac50e424bb71560,SESSION_ID:64fa4d17416293af92211de8,STUDY_ID:64fa428fa4e478e7a98223f8,3,8,19,85,65,85,65,duration:32754,startTime:Thu Sep 07 2023 15:28:13 GMT-0700 (Mountain Standard Time),submitTime:Thu Sep 07 2023 15:28:46 GMT-0700 (Mountain Standard Time)},0.85,0.65,0.323684211,0.292857143
615a3aff99c738f7dd86fded,SESSION_ID:64f89069b23d2542e19ad948,STUDY_ID:64f87d77f1db16f3b98108c3,3,22,55,95,55,95,55,duration:11890,startTime:Wed Sep 06 2023 09:58:04 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:58:15 GMT-0500 (Central Daylight Time)},0.95,0.55,-0.05,-0.45
648786bd2c580f666fb051cd,SESSION_ID:64fa33ea84d49710740965ad,STUDY_ID:64fa1e7d676feb23d42ed75d,3,5,25,95,85,95,85,duration:37754,startTime:Thu Sep 07 2023 15:44:47 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 15:45:25 GMT-0500 (Central Daylight Time)},0.95,0.85,0.392307692,0.273076923
5baa535fa3c9170001156197,SESSION_ID:64fa335da9734392144ce5a9,STUDY_ID:64fa1e7d676feb23d42ed75d,3,6,72,1,5,0,5,duration:36824,startTime:Thu Sep 07 2023 16:44:15 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 16:44:51 GMT-0400 (Eastern Daylight Time)},0,0.05,-0.072727273,-0.021428571
6017ee441e8f20aa1fbfb114,SESSION_ID:64f8e6d3662cc92670b875cc,STUDY_ID:64f8ce337b289a6b18812bba,3,17,116,95,95,99,99,duration:58309,startTime:Wed Sep 06 2023 17:12:25 GMT-0400 (アメリカ東部夏時間),submitTime:Wed Sep 06 2023 17:13:23 GMT-0400 (アメリカ東部夏時間)},0.99,0.99,-0.01,-0.01
645e4f49d473048703d162cb,SESSION_ID:64fb368435c18b5440bc5b16,STUDY_ID:64fb25990f2d04d645f0af85,3,14,48,45,55,45,55,duration:28655,startTime:Fri Sep 08 2023 11:13:00 GMT-0400 (Eastern Daylight Time),submitTime:Fri Sep 08 2023 11:13:29 GMT-0400 (Eastern Daylight Time)},0.45,0.55,-0.531481481,-0.332352941
5b646a727c39ee00010a18b0,SESSION_ID:64f8e263337012c64d4069fa,STUDY_ID:64f8ce337b289a6b18812bba,3,3,45,95,95,100,100,duration:22535,startTime:Wed Sep 06 2023 16:39:12 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:39:34 GMT-0400 (Eastern Daylight Time)},1,1,0,0.048387097
6101ef1676d38820d1002ef5,SESSION_ID:64f8e4bf513660da02a396a3,STUDY_ID:64f8ce337b289a6b18812bbb,3,24,89,5,65,4,70,duration:21200,startTime:Wed Sep 06 2023 16:58:22 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:58:43 GMT-0400 (Eastern Daylight Time)},0.04,0.7,-0.54490566,0.02
63d13f416b2c25038c13007f,SESSION_ID:64f8e62d705175f268939a5e,STUDY_ID:64f8ce337b289a6b18812bbb,3,6,36,85,85,89,89,duration:23499,startTime:Wed Sep 06 2023 16:54:56 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:55:19 GMT-0400 (Eastern Daylight Time)},0.89,0.89,-0.11,-0.031568627
63d161797b3fa37dcc7bce35,SESSION_ID:64f8e4301ad1e6e6d85550d7,STUDY_ID:64f8ce337b289a6b18812bbb,3,14,53,95,95,99,95,duration:50050,startTime:Wed Sep 06 2023 16:55:08 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:55:58 GMT-0400 (Eastern Daylight Time)},0.99,0.95,-0.01,-0.05
5fed6c9c0d786daf31f29f3d,SESSION_ID:64f88d019f5cb91e955fb91f,STUDY_ID:64f87d77f1db16f3b98108c3,3,20,42,75,75,78,74,duration:18399,startTime:Wed Sep 06 2023 09:41:28 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:41:47 GMT-0500 (Central Daylight Time)},0.78,0.74,-0.202758621,-0.220784314
60463896f9a82809f6eda231,SESSION_ID:64f8e5ce3bdec6524a356cbd,STUDY_ID:64f8ce337b289a6b18812bba,3,18,53,95,95,95,95,duration:5957,startTime:Wed Sep 06 2023 15:57:13 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:57:19 GMT-0500 (Central Daylight Time)},0.95,0.95,-0.05,-0.05
5bb2e60526f5300001ebf51b,SESSION_ID:64fa286d1a2270d9231deb0d,STUDY_ID:64fa1e7d676feb23d42ed75d,3,5,11,15,15,15,15,duration:5749,startTime:Thu Sep 07 2023 14:47:23 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 14:47:29 GMT-0500 (Central Daylight Time)},0.15,0.15,-0.586842105,-0.377272727
5fea7bd6c92395acf31ae3a7,SESSION_ID:64f8e4f2dc6c418679d34d76,STUDY_ID:64f8ce337b289a6b18812bbb,3,5,3,1,5,0,5,duration:17727,startTime:Wed Sep 06 2023 10:48:57 GMT-1000 (Hawaii-Aleutian Standard Time),submitTime:Wed Sep 06 2023 10:49:15 GMT-1000 (Hawaii-Aleutian Standard Time)},0,0.05,-0.081967213,-0.190740741
5c6efb8565434c0001a483ec,SESSION_ID:64f8d6742d27a59c3d61f127,STUDY_ID:64f8ce337b289a6b18812bba,3,2,100,85,85,90,88,duration:17013,startTime:Wed Sep 06 2023 15:46:33 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 15:46:50 GMT-0400 (Eastern Daylight Time)},0.9,0.88,-0.067213115,-0.12
628409abe8772d1f138b7f14,SESSION_ID:64fa3356c23e359eb1554c3a,STUDY_ID:64fa1e7d676feb23d42ed75d,3,2,13,25,5,28,2,duration:38031,startTime:Thu Sep 07 2023 13:35:14 GMT-0700 (Pacific Daylight Time),submitTime:Thu Sep 07 2023 13:35:52 GMT-0700 (Pacific Daylight Time)},0.28,0.02,-0.316153846,-0.602641509
6397bcc95a5e903a262566bb,SESSION_ID:64fa53e95826914e2468e0a8,STUDY_ID:64fa428fa4e478e7a98223f8,3,2,55,95,95,99,99,duration:23261,startTime:Thu Sep 07 2023 15:56:17 GMT-0700 (Pacific Daylight Time),submitTime:Thu Sep 07 2023 15:56:40 GMT-0700 (Pacific Daylight Time)},0.99,0.99,-0.01,-0.01
646691e373f0424399e2de28,SESSION_ID:64f8e9669a53f8ca7cb03893,STUDY_ID:64f8ce337b289a6b18812bba,3,20,34,5,5,5,3,duration:37315,startTime:Wed Sep 06 2023 21:31:43 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 21:32:20 GMT-0400 (Eastern Daylight Time)},0.05,0.03,-0.95,-0.93
61731c0ef27028acbfbbf972,SESSION_ID:64f8e6a1eba715a7ecd98baa,STUDY_ID:64f8ce337b289a6b18812bba,3,24,17,65,45,65,45,duration:15703,startTime:Wed Sep 06 2023 17:08:08 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 17:08:24 GMT-0400 (Eastern Daylight Time)},0.65,0.45,0.104545455,0.042592593
5dc6e8472865554f0289bb6d,SESSION_ID:64f88f216e0884bb5f2e7fc5,STUDY_ID:64f87d77f1db16f3b98108c3,3,16,114,25,75,23,76,duration:26037,startTime:Wed Sep 06 2023 09:47:58 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:48:24 GMT-0500 (Central Daylight Time)},0.23,0.76,-0.691568627,-0.201538462
61bb389740db417c1a138cad,SESSION_ID:64f88899d43973b16d5fb944,STUDY_ID:64f87d77f1db16f3b98108c2,3,22,27,15,5,13,2,duration:90097,startTime:Wed Sep 06 2023 10:29:53 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:31:23 GMT-0400 (Eastern Daylight Time)},0.13,0.02,-0.190754717,-0.335932203
60e00468ba249d2d30b2d7b2,SESSION_ID:64f88575910cf3eb9eddae65,STUDY_ID:64f87d77f1db16f3b98108c2,3,20,108,75,55,75,55,duration:17959,startTime:Wed Sep 06 2023 08:06:53 GMT-0600 (Mountain Daylight Time),submitTime:Wed Sep 06 2023 08:07:11 GMT-0600 (Mountain Daylight Time)},0.75,0.55,-0.160714286,-0.45
636ac91e053af9563ef87d92,SESSION_ID:64f88a9f481ca8322224aa7a,STUDY_ID:64f87d77f1db16f3b98108c2,3,14,31,45,45,48,48,duration:6712,startTime:Wed Sep 06 2023 10:25:44 GMT-0400 (GMT-04:00),submitTime:Wed Sep 06 2023 10:25:51 GMT-0400 (GMT-04:00)},0.48,0.48,-0.465454545,-0.465454545
6172beb0f3eecef16ddfb111,SESSION_ID:64f88d0b798d53b7802c258d,STUDY_ID:64f87d77f1db16f3b98108c3,3,9,78,65,45,70,50,duration:21248,startTime:Wed Sep 06 2023 09:39:13 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:39:34 GMT-0500 (Central Daylight Time)},0.7,0.5,-0.114814815,-0.271929825
5fed6c9c0d786daf31f29f3d,SESSION_ID:64f88d019f5cb91e955fb91f,STUDY_ID:64f87d77f1db16f3b98108c3,3,15,72,1,5,0,1,duration:14710,startTime:Wed Sep 06 2023 09:39:42 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:39:57 GMT-0500 (Central Daylight Time)},0,0.01,-0.072727273,-0.061428571
62dbd5b3734a6a1375b46eea,SESSION_ID:64f8dfb005096720b4f48984,STUDY_ID:64f8ce337b289a6b18812bba,3,2,28,95,75,100,78,duration:21247,startTime:Wed Sep 06 2023 13:47:04 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 13:47:25 GMT-0700 (Pacific Daylight Time)},1,0.78,0.018518519,-0.12
646bbb2b727f660f5ec8f1c9,SESSION_ID:64f8e2913133be442a939a31,STUDY_ID:64f8ce337b289a6b18812bbb,3,17,7,35,25,35,25,duration:10879,startTime:Wed Sep 06 2023 13:41:39 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 13:41:50 GMT-0700 (Pacific Daylight Time)},0.35,0.25,0.293396226,0.210784314
63209d3d38b5c490f3bccd01,SESSION_ID:64f88116dbe7657f2d5b0221,STUDY_ID:64f87d77f1db16f3b98108c2,3,12,84,55,55,55,55,duration:26700,startTime:Wed Sep 06 2023 09:43:54 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 09:44:21 GMT-0400 (Eastern Daylight Time)},0.55,0.55,-0.065384615,0.083333333
5f6ed11ceac50e424bb71560,SESSION_ID:64fa4d17416293af92211de8,STUDY_ID:64fa428fa4e478e7a98223f8,3,22,5,1,1,0,0,duration:21502,startTime:Thu Sep 07 2023 15:34:18 GMT-0700 (Mountain Standard Time),submitTime:Thu Sep 07 2023 15:34:40 GMT-0700 (Mountain Standard Time)},0,0,0,-0.015384615
614f5734ca61d17940ac78b3,SESSION_ID:64f8d8e607f28e107449970c,STUDY_ID:64f8ce337b289a6b18812bbb,3,8,47,95,85,95,85,duration:17399,startTime:Wed Sep 06 2023 15:59:34 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 15:59:51 GMT-0400 (Eastern Daylight Time)},0.95,0.85,-0.031132075,-0.15
5a9067894eecca0001dd1427,SESSION_ID:64f8e6c7f68f75a97ffd7114,STUDY_ID:64f8ce337b289a6b18812bba,3,11,88,45,55,45,55,duration:24836,startTime:Wed Sep 06 2023 16:59:17 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:59:42 GMT-0400 (Eastern Daylight Time)},0.45,0.55,-0.407142857,-0.261320755
62686fdb4b7b799abadf0303,SESSION_ID:64fb38d7d477c8f7ba092c9e,STUDY_ID:64fb25990f2d04d645f0af85,3,4,17,85,25,90,30,duration:33751,startTime:Fri Sep 08 2023 11:14:30 GMT-0400 (Eastern Daylight Time),submitTime:Fri Sep 08 2023 11:15:04 GMT-0400 (Eastern Daylight Time)},0.9,0.3,0.354545455,-0.107407407
6172beb0f3eecef16ddfb111,SESSION_ID:64f88d0b798d53b7802c258d,STUDY_ID:64f87d77f1db16f3b98108c3,3,13,59,95,85,95,85,duration:14690,startTime:Wed Sep 06 2023 09:40:50 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:41:05 GMT-0500 (Central Daylight Time)},0.95,0.85,-0.05,-0.132758621
62686fdb4b7b799abadf0303,SESSION_ID:64fb38d7d477c8f7ba092c9e,STUDY_ID:64fb25990f2d04d645f0af85,3,14,91,75,65,75,69,duration:25594,startTime:Fri Sep 08 2023 11:19:18 GMT-0400 (Eastern Daylight Time),submitTime:Fri Sep 08 2023 11:19:44 GMT-0400 (Eastern Daylight Time)},0.75,0.69,0.142156863,0.055384615
61110faa7e65b9b5ae70c267,SESSION_ID:64fa23dfdd1b2d434bde3efc,STUDY_ID:64fa1e7d676feb23d42ed75d,3,24,114,95,95,100,100,duration:14110,startTime:Thu Sep 07 2023 15:35:51 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 15:36:05 GMT-0400 (Eastern Daylight Time)},1,1,0.078431373,0.038461538
54247a37fdf99b691fb3846c,SESSION_ID:64fa3242478692bf5e211dea,STUDY_ID:64fa1e7d676feb23d42ed75d,3,2,7,5,15,1,13,duration:38807,startTime:Thu Sep 07 2023 15:31:43 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 15:32:21 GMT-0500 (Central Daylight Time)},0.01,0.13,-0.046603774,0.090784314
5bb2e60526f5300001ebf51b,SESSION_ID:64fa286d1a2270d9231deb0d,STUDY_ID:64fa1e7d676feb23d42ed75d,3,7,55,15,15,15,15,duration:3133,startTime:Thu Sep 07 2023 14:47:34 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 14:47:37 GMT-0500 (Central Daylight Time)},0.15,0.15,-0.85,-0.85
5dc6e8472865554f0289bb6d,SESSION_ID:64f88f216e0884bb5f2e7fc5,STUDY_ID:64f87d77f1db16f3b98108c3,3,8,66,1,15,0,20,duration:12003,startTime:Wed Sep 06 2023 09:44:01 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:44:13 GMT-0500 (Central Daylight Time)},0,0.2,-0.153846154,-0.075862069
646691e373f0424399e2de28,SESSION_ID:64f8e9669a53f8ca7cb03893,STUDY_ID:64f8ce337b289a6b18812bba,3,8,14,55,55,60,60,duration:43069,startTime:Wed Sep 06 2023 21:24:53 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 21:25:36 GMT-0400 (Eastern Daylight Time)},0.6,0.6,0.505660377,0.542307692
615a3aff99c738f7dd86fded,SESSION_ID:64f89069b23d2542e19ad948,STUDY_ID:64f87d77f1db16f3b98108c3,3,1,43,95,25,95,25,duration:64857,startTime:Wed Sep 06 2023 09:47:57 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:49:02 GMT-0500 (Central Daylight Time)},0.95,0.25,-0.032142857,-0.671568627
60504d76137312c86f02c52c,SESSION_ID:64f8d79cd366fb415db9404f,STUDY_ID:64f8ce337b289a6b18812bbb,3,15,81,5,5,5,10,duration:28425,startTime:Wed Sep 06 2023 15:02:04 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:02:33 GMT-0500 (Central Daylight Time)},0.05,0.1,-0.432142857,-0.417241379
6031ceae5e466a1647a29da7,SESSION_ID:64f88b10fb84b1243ea31b62,STUDY_ID:64f87d77f1db16f3b98108c2,3,5,119,95,85,99,90,duration:23517,startTime:Wed Sep 06 2023 10:25:42 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:26:05 GMT-0400 (Eastern Daylight Time)},0.99,0.9,-0.01,-0.06
60442cee4664dd4aa31a9f34,SESSION_ID:64f8911c93b93fb52eaa1942,STUDY_ID:64f87d77f1db16f3b98108c3,3,5,31,85,65,90,70,duration:22686,startTime:Wed Sep 06 2023 10:51:40 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:52:02 GMT-0400 (Eastern Daylight Time)},0.9,0.7,-0.045454545,-0.245454545
615b39c56d4a42f215089b8a,SESSION_ID:64f8db4909b88d0f376145bb,STUDY_ID:64f8ce337b289a6b18812bba,3,22,9,1,1,0,0,duration:23456,startTime:Wed Sep 06 2023 16:15:29 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:15:52 GMT-0400 (Eastern Daylight Time)},0,0,0,-0.039215686
644087beeb531ba7b10ae320,SESSION_ID:64f88dfa8c61f03b56d3f485,STUDY_ID:64f87d77f1db16f3b98108c3,3,22,95,45,45,45,45,duration:34609,startTime:Wed Sep 06 2023 07:49:44 GMT-0700 (Mountain Standard Time),submitTime:Wed Sep 06 2023 07:50:19 GMT-0700 (Mountain Standard Time)},0.45,0.45,-0.259090909,-0.266981132
633129042bb1ab9f1847e81f,SESSION_ID:64f8e46526771fd55e2f79ab,STUDY_ID:64f8ce337b289a6b18812bba,3,5,4,5,5,2,6,duration:14597,startTime:Wed Sep 06 2023 13:47:18 GMT-0700 (Mountain Standard Time),submitTime:Wed Sep 06 2023 13:47:32 GMT-0700 (Mountain Standard Time)},0.02,0.06,0,0.041818182
5f0d0bb334aaaf7151fee628,SESSION_ID:64fb31e39ca237826f3f55df,STUDY_ID:64fb25990f2d04d645f0af85,3,23,45,85,85,88,85,duration:12908,startTime:Fri Sep 08 2023 10:47:16 GMT-0400 (Eastern Daylight Time),submitTime:Fri Sep 08 2023 10:47:29 GMT-0400 (Eastern Daylight Time)},0.88,0.85,-0.12,-0.101612903
5effc7a64495250cbb0d8de8,SESSION_ID:64f8908a2b857b80f1f48973,STUDY_ID:64f87d77f1db16f3b98108c2,3,21,115,5,5,5,5,duration:5596,startTime:Wed Sep 06 2023 07:54:04 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 07:54:09 GMT-0700 (Pacific Daylight Time)},0.05,0.05,-0.95,-0.95
631f6e0b69d34cd131d923f8,SESSION_ID:64f88f35eedf333b71d98b6a,STUDY_ID:64f87d77f1db16f3b98108c2,3,24,114,85,85,86,86,duration:50771,startTime:Wed Sep 06 2023 10:54:09 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:54:59 GMT-0400 (Eastern Daylight Time)},0.86,0.86,-0.061568627,-0.101538462
5c1053202b16ba0001c86317,SESSION_ID:64f8e70df68f75a97ffd7124,STUDY_ID:64f8ce337b289a6b18812bba,3,21,106,95,95,99,98,duration:10942,startTime:Wed Sep 06 2023 16:02:20 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 16:02:31 GMT-0500 (Central Daylight Time)},0.99,0.98,-0.01,0.037692308
