workerId,comment,answer
FiHtficl,68,-1
FiHtficl,69,-1
FiHtficl,85,-1
FiHtficl,75,1
FiHtficl,102,1
q7qWKDBn,66,1
q7qWKDBn,31,1
q7qWKDBn,114,1
q7qWKDBn,14,-1
q7qWKDBn,20,-1
q7qWKDBn,4,-1
q7qWKDBn,11,1
q7qWKDBn,107,1
q7qWKDBn,37,1
q7qWKDBn,99,1
q7qWKDBn,8,-1
q7qWKDBn,63,-1
q7qWKDBn,24,1
q7qWKDBn,94,1
q7qWKDBn,81,-1
q7qWKDBn,47,1
q7qWKDBn,59,1
q7qWKDBn,73,1
q7qWKDBn,58,1
q7qWKDBn,118,1
q7qWKDBn,105,1
q7qWKDBn,46,1
q7qWKDBn,84,1
q7qWKDBn,70,1
dUXImqOb,7,-1
dUXImqOb,9,-1
dUXImqOb,12,-1
dUXImqOb,17,1
dUXImqOb,39,1
dUXImqOb,30,1
dUXImqOb,29,-1
dUXImqOb,28,1
dUXImqOb,41,1
dUXImqOb,40,1
dUXImqOb,51,1
dUXImqOb,54,1
dUXImqOb,76,1
dUXImqOb,67,-1
dUXImqOb,75,1
dUXImqOb,60,-1
dUXImqOb,97,1
dUXImqOb,86,1
dUXImqOb,82,-1
dUXImqOb,96,1
dUXImqOb,104,-1
dUXImqOb,105,1
dUXImqOb,112,1
dUXImqOb,114,1
Zt7InhSD,18,-1
Zt7InhSD,86,1
Zt7InhSD,117,1
Zt7InhSD,49,1
Zt7InhSD,107,1
Zt7InhSD,39,1
Zt7InhSD,75,-1
Zt7InhSD,8,-1
Zt7InhSD,14,-1
Zt7InhSD,84,1
Zt7InhSD,31,1
Zt7InhSD,98,-1
Zt7InhSD,56,1
Zt7InhSD,64,-1
Zt7InhSD,26,-1
Zt7InhSD,97,1
Zt7InhSD,59,1
Zt7InhSD,2,-1
Zt7InhSD,62,-1
Zt7InhSD,45,1
Zt7InhSD,101,1
Zt7InhSD,78,1
Zt7InhSD,112,1
Zt7InhSD,21,1
mX8kDSMr,5,-1
mX8kDSMr,2,-1
mX8kDSMr,15,-1
mX8kDSMr,14,1
mX8kDSMr,29,1
mX8kDSMr,22,1
mX8kDSMr,35,1
mX8kDSMr,32,1
mX8kDSMr,46,1
mX8kDSMr,65,-1
mX8kDSMr,44,1
mX8kDSMr,55,1
mX8kDSMr,67,-1
mX8kDSMr,58,1
mX8kDSMr,71,-1
mX8kDSMr,70,1
mX8kDSMr,107,1
mX8kDSMr,117,1
mX8kDSMr,99,1
mX8kDSMr,98,1
mX8kDSMr,80,1
mX8kDSMr,119,1
mX8kDSMr,85,1
mX8kDSMr,101,1
CMEu2P70,11,-1
CMEu2P70,6,-1
CMEu2P70,81,-1
CMEu2P70,10,-1
CMEu2P70,24,1
CMEu2P70,37,1
CMEu2P70,97,-1
CMEu2P70,40,1
CMEu2P70,60,-1
CMEu2P70,89,1
CMEu2P70,9,-1
CMEu2P70,112,1
CMEu2P70,69,-1
CMEu2P70,41,1
CMEu2P70,101,1
CMEu2P70,38,-1
CMEu2P70,73,-1
CMEu2P70,59,1
CMEu2P70,113,1
CMEu2P70,102,-1
CMEu2P70,58,1
CMEu2P70,72,-1
CMEu2P70,99,1
CMEu2P70,25,-1
mwkGcaMn,113,1
mwkGcaMn,71,-1
mwkGcaMn,117,1
mwkGcaMn,91,1
mwkGcaMn,40,1
mwkGcaMn,26,1
mwkGcaMn,97,1
mwkGcaMn,11,1
mwkGcaMn,30,1
mwkGcaMn,64,-1
mwkGcaMn,88,1
mwkGcaMn,4,-1
mwkGcaMn,51,1
mwkGcaMn,42,1
mwkGcaMn,70,-1
mwkGcaMn,17,-1
mwkGcaMn,109,1
mwkGcaMn,57,1
mwkGcaMn,2,-1
mwkGcaMn,37,1
mwkGcaMn,86,1
mwkGcaMn,24,-1
mwkGcaMn,101,1
mwkGcaMn,65,-1
3YQc3UlP,73,1
3YQc3UlP,32,-1
3YQc3UlP,74,1
3YQc3UlP,119,1
3YQc3UlP,65,-1
3YQc3UlP,3,-1
3YQc3UlP,56,1
3YQc3UlP,8,-1
3YQc3UlP,90,1
3YQc3UlP,87,1
3YQc3UlP,45,1
3YQc3UlP,116,1
3YQc3UlP,35,1
3YQc3UlP,20,-1
3YQc3UlP,42,1
3YQc3UlP,14,1
3YQc3UlP,13,-1
3YQc3UlP,101,1
3YQc3UlP,61,-1
3YQc3UlP,85,-1
3YQc3UlP,104,1
3YQc3UlP,59,1
3YQc3UlP,21,1
3YQc3UlP,95,-1
yPS2osNk,45,1
yPS2osNk,62,-1
yPS2osNk,2,-1
yPS2osNk,18,1
yPS2osNk,8,-1
yPS2osNk,69,1
yPS2osNk,14,-1
yPS2osNk,44,1
yPS2osNk,36,1
yPS2osNk,57,1
yPS2osNk,23,1
yPS2osNk,53,1
yPS2osNk,22,1
yPS2osNk,35,1
yPS2osNk,76,1
yPS2osNk,74,-1
yPS2osNk,115,1
yPS2osNk,119,1
yPS2osNk,88,1
yPS2osNk,85,-1
yPS2osNk,94,1
yPS2osNk,102,1
yPS2osNk,101,1
yPS2osNk,92,-1
kH4Q2egn,1,-1
kH4Q2egn,7,-1
kH4Q2egn,19,-1
kH4Q2egn,81,1
kH4Q2egn,54,1
kH4Q2egn,100,1
kH4Q2egn,10,1
kH4Q2egn,24,1
kH4Q2egn,62,-1
kH4Q2egn,73,-1
kH4Q2egn,85,-1
kH4Q2egn,112,1
kH4Q2egn,64,-1
kH4Q2egn,20,-1
kH4Q2egn,99,1
kH4Q2egn,35,1
kH4Q2egn,93,1
kH4Q2egn,46,1
kH4Q2egn,30,1
kH4Q2egn,75,-1
kH4Q2egn,45,1
kH4Q2egn,114,1
kH4Q2egn,102,-1
kH4Q2egn,55,1
Wv82bjQo,36,1
Wv82bjQo,58,1
Wv82bjQo,81,1
Wv82bjQo,32,1
Wv82bjQo,51,1
Wv82bjQo,111,1
Wv82bjQo,1,-1
Wv82bjQo,67,-1
Wv82bjQo,42,1
Wv82bjQo,115,1
Wv82bjQo,20,-1
Wv82bjQo,45,1
Wv82bjQo,10,-1
Wv82bjQo,71,-1
Wv82bjQo,60,-1
Wv82bjQo,23,1
Wv82bjQo,98,1
Wv82bjQo,109,1
Wv82bjQo,74,-1
Wv82bjQo,3,-1
Wv82bjQo,93,1
Wv82bjQo,19,-1
Wv82bjQo,100,1
Wv82bjQo,87,1
mGcHVkf7,25,1
mGcHVkf7,30,1
mGcHVkf7,15,-1
mGcHVkf7,65,-1
mGcHVkf7,73,-1
mGcHVkf7,62,-1
mGcHVkf7,117,1
mGcHVkf7,18,-1
mGcHVkf7,24,1
mGcHVkf7,82,-1
mGcHVkf7,91,1
mGcHVkf7,37,1
mGcHVkf7,7,-1
mGcHVkf7,5,-1
mGcHVkf7,59,1
mGcHVkf7,89,-1
mGcHVkf7,54,1
mGcHVkf7,116,1
mGcHVkf7,102,1
mGcHVkf7,42,1
mGcHVkf7,47,1
mGcHVkf7,101,1
mGcHVkf7,78,1
mGcHVkf7,99,-1
7IX9wEI8,79,1
7IX9wEI8,1,-1
7IX9wEI8,119,1
7IX9wEI8,3,-1
7IX9wEI8,105,1
7IX9wEI8,60,-1
7IX9wEI8,78,1
7IX9wEI8,46,1
7IX9wEI8,95,1
7IX9wEI8,97,1
7IX9wEI8,21,1
7IX9wEI8,110,1
7IX9wEI8,17,1
7IX9wEI8,14,-1
7IX9wEI8,106,1
7IX9wEI8,28,1
7IX9wEI8,63,-1
7IX9wEI8,85,-1
7IX9wEI8,35,1
7IX9wEI8,48,1
7IX9wEI8,86,1
7IX9wEI8,51,1
7IX9wEI8,57,1
7IX9wEI8,37,1
eghyJQAc,103,-1
eghyJQAc,70,-1
eghyJQAc,65,-1
eghyJQAc,24,1
eghyJQAc,22,-1
eghyJQAc,94,-1
eghyJQAc,46,1
eghyJQAc,85,-1
eghyJQAc,56,1
eghyJQAc,93,-1
eghyJQAc,14,-1
eghyJQAc,105,-1
eghyJQAc,30,1
eghyJQAc,61,-1
eghyJQAc,57,1
eghyJQAc,19,1
eghyJQAc,87,1
eghyJQAc,112,-1
eghyJQAc,48,1
eghyJQAc,36,1
eghyJQAc,4,-1
eghyJQAc,7,-1
eghyJQAc,75,-1
eghyJQAc,111,-1
GuBCLCiX,94,1
GuBCLCiX,19,1
GuBCLCiX,119,1
GuBCLCiX,25,-1
GuBCLCiX,48,1
GuBCLCiX,86,1
GuBCLCiX,69,1
GuBCLCiX,80,1
GuBCLCiX,71,-1
GuBCLCiX,112,1
GuBCLCiX,3,-1
GuBCLCiX,46,1
GuBCLCiX,53,1
GuBCLCiX,34,1
GuBCLCiX,21,1
GuBCLCiX,37,1
GuBCLCiX,105,1
GuBCLCiX,77,-1
GuBCLCiX,8,-1
GuBCLCiX,57,1
GuBCLCiX,99,1
GuBCLCiX,61,-1
GuBCLCiX,101,1
GuBCLCiX,16,-1
mXbLshJ8,24,1
mXbLshJ8,48,1
mXbLshJ8,5,-1
mXbLshJ8,6,-1
mXbLshJ8,79,-1
mXbLshJ8,84,-1
mXbLshJ8,72,-1
mXbLshJ8,113,1
mXbLshJ8,42,1
mXbLshJ8,101,1
mXbLshJ8,107,1
mXbLshJ8,88,1
mXbLshJ8,39,1
mXbLshJ8,18,-1
mXbLshJ8,34,1
mXbLshJ8,50,1
mXbLshJ8,57,1
mXbLshJ8,95,1
mXbLshJ8,91,-1
mXbLshJ8,117,1
mXbLshJ8,61,-1
mXbLshJ8,11,1
mXbLshJ8,23,-1
mXbLshJ8,68,-1
NqYdIyYy,2,-1
NqYdIyYy,14,1
NqYdIyYy,38,1
NqYdIyYy,28,1
NqYdIyYy,0,-1
NqYdIyYy,12,-1
NqYdIyYy,24,-1
NqYdIyYy,34,1
NqYdIyYy,52,1
NqYdIyYy,62,-1
NqYdIyYy,46,1
NqYdIyYy,63,-1
NqYdIyYy,70,1
NqYdIyYy,53,1
NqYdIyYy,44,1
NqYdIyYy,73,-1
NqYdIyYy,94,1
NqYdIyYy,114,1
NqYdIyYy,113,1
NqYdIyYy,81,-1
NqYdIyYy,108,1
NqYdIyYy,100,1
NqYdIyYy,85,-1
NqYdIyYy,90,1
JPzgyVPK,78,1
JPzgyVPK,5,-1
JPzgyVPK,116,1
JPzgyVPK,104,1
JPzgyVPK,112,1
JPzgyVPK,22,1
JPzgyVPK,83,1
JPzgyVPK,55,1
JPzgyVPK,101,1
JPzgyVPK,31,1
JPzgyVPK,51,1
JPzgyVPK,14,-1
JPzgyVPK,8,-1
JPzgyVPK,95,1
JPzgyVPK,71,-1
JPzgyVPK,60,-1
JPzgyVPK,44,1
JPzgyVPK,30,1
JPzgyVPK,85,-1
JPzgyVPK,10,-1
JPzgyVPK,40,1
JPzgyVPK,90,1
JPzgyVPK,29,-1
JPzgyVPK,65,-1
LfKuXaNf,29,-1
LfKuXaNf,28,1
LfKuXaNf,48,1
LfKuXaNf,55,1
LfKuXaNf,101,1
LfKuXaNf,52,1
LfKuXaNf,68,1
LfKuXaNf,41,1
LfKuXaNf,111,1
LfKuXaNf,95,1
LfKuXaNf,33,1
LfKuXaNf,100,1
LfKuXaNf,67,-1
LfKuXaNf,5,-1
LfKuXaNf,117,1
LfKuXaNf,31,-1
LfKuXaNf,98,1
LfKuXaNf,84,-1
LfKuXaNf,86,1
LfKuXaNf,6,-1
LfKuXaNf,77,-1
LfKuXaNf,16,-1
LfKuXaNf,76,1
LfKuXaNf,18,1
FiDlTjdn,82,1
FiDlTjdn,56,1
FiDlTjdn,8,-1
FiDlTjdn,47,1
FiDlTjdn,51,1
FiDlTjdn,21,1
FiDlTjdn,100,1
FiDlTjdn,35,1
FiDlTjdn,3,-1
FiDlTjdn,86,1
FiDlTjdn,66,-1
FiDlTjdn,70,-1
FiDlTjdn,105,1
FiDlTjdn,91,-1
FiDlTjdn,15,-1
FiDlTjdn,75,1
FiDlTjdn,18,-1
FiDlTjdn,32,-1
FiDlTjdn,40,1
FiDlTjdn,62,-1
FiDlTjdn,94,-1
FiDlTjdn,27,-1
FiDlTjdn,117,1
FiDlTjdn,118,1
3e2Jq33N,93,1
3e2Jq33N,102,1
3e2Jq33N,18,1
3e2Jq33N,53,1
3e2Jq33N,26,1
3e2Jq33N,37,1
3e2Jq33N,52,1
3e2Jq33N,68,1
3e2Jq33N,15,-1
3e2Jq33N,89,-1
3e2Jq33N,49,1
3e2Jq33N,108,1
3e2Jq33N,8,-1
3e2Jq33N,46,1
3e2Jq33N,28,1
3e2Jq33N,116,1
3e2Jq33N,32,1
3e2Jq33N,83,-1
3e2Jq33N,113,1
3e2Jq33N,77,-1
3e2Jq33N,99,1
3e2Jq33N,6,-1
3e2Jq33N,70,-1
3e2Jq33N,65,-1
0OZp6vqc,105,1
0OZp6vqc,109,1
0OZp6vqc,54,1
0OZp6vqc,38,1
0OZp6vqc,82,1
0OZp6vqc,33,1
0OZp6vqc,114,1
0OZp6vqc,99,1
0OZp6vqc,13,1
0OZp6vqc,116,1
0OZp6vqc,92,-1
0OZp6vqc,88,-1
0OZp6vqc,79,-1
0OZp6vqc,49,1
0OZp6vqc,7,-1
0OZp6vqc,58,1
0OZp6vqc,25,-1
0OZp6vqc,21,1
0OZp6vqc,17,-1
0OZp6vqc,76,1
0OZp6vqc,65,-1
0OZp6vqc,60,-1
0OZp6vqc,47,1
0OZp6vqc,9,-1
XOoVAl69,88,1
XOoVAl69,82,1
XOoVAl69,16,-1
XOoVAl69,12,-1
XOoVAl69,95,1
XOoVAl69,93,1
XOoVAl69,31,1
XOoVAl69,68,1
XOoVAl69,57,1
XOoVAl69,70,-1
XOoVAl69,36,1
XOoVAl69,102,1
XOoVAl69,25,1
XOoVAl69,110,1
XOoVAl69,50,1
XOoVAl69,119,1
XOoVAl69,6,-1
XOoVAl69,9,-1
XOoVAl69,65,-1
XOoVAl69,73,1
XOoVAl69,24,1
XOoVAl69,43,1
XOoVAl69,108,1
XOoVAl69,40,1
2QoUR9Sj,51,1
2QoUR9Sj,24,1
2QoUR9Sj,103,-1
2QoUR9Sj,89,-1
2QoUR9Sj,33,1
2QoUR9Sj,16,-1
2QoUR9Sj,82,-1
2QoUR9Sj,20,1
2QoUR9Sj,18,-1
2QoUR9Sj,8,-1
2QoUR9Sj,3,-1
2QoUR9Sj,46,1
2QoUR9Sj,34,1
2QoUR9Sj,50,1
2QoUR9Sj,105,-1
2QoUR9Sj,77,-1
2QoUR9Sj,62,-1
2QoUR9Sj,118,1
2QoUR9Sj,119,1
2QoUR9Sj,44,1
2QoUR9Sj,78,1
2QoUR9Sj,69,-1
2QoUR9Sj,97,-1
2QoUR9Sj,95,1
m1OMvKjc,18,-1
m1OMvKjc,34,1
m1OMvKjc,37,1
m1OMvKjc,61,-1
m1OMvKjc,17,1
m1OMvKjc,7,-1
m1OMvKjc,50,1
m1OMvKjc,110,1
m1OMvKjc,1,-1
m1OMvKjc,99,1
m1OMvKjc,72,-1
m1OMvKjc,112,1
m1OMvKjc,57,1
m1OMvKjc,21,1
m1OMvKjc,70,1
m1OMvKjc,101,1
m1OMvKjc,109,1
m1OMvKjc,63,-1
m1OMvKjc,44,1
m1OMvKjc,82,-1
m1OMvKjc,46,1
m1OMvKjc,81,-1
m1OMvKjc,94,1
m1OMvKjc,24,1
EeFDPkHg,111,1
EeFDPkHg,3,-1
EeFDPkHg,65,-1
EeFDPkHg,32,-1
EeFDPkHg,106,1
EeFDPkHg,1,-1
EeFDPkHg,42,1
EeFDPkHg,56,1
EeFDPkHg,66,-1
EeFDPkHg,21,-1
EeFDPkHg,11,1
EeFDPkHg,98,1
EeFDPkHg,90,1
EeFDPkHg,76,-1
EeFDPkHg,10,1
EeFDPkHg,36,1
EeFDPkHg,23,-1
EeFDPkHg,86,1
EeFDPkHg,115,1
EeFDPkHg,58,1
EeFDPkHg,40,1
EeFDPkHg,87,1
EeFDPkHg,74,1
EeFDPkHg,100,1
p9nc975a,56,1
p9nc975a,86,1
p9nc975a,35,1
p9nc975a,83,-1
p9nc975a,110,1
p9nc975a,4,-1
p9nc975a,90,1
p9nc975a,59,1
p9nc975a,40,1
p9nc975a,33,1
p9nc975a,117,1
p9nc975a,95,-1
p9nc975a,22,-1
p9nc975a,61,-1
p9nc975a,20,-1
p9nc975a,108,-1
p9nc975a,48,-1
p9nc975a,75,1
p9nc975a,5,-1
p9nc975a,64,-1
p9nc975a,101,1
p9nc975a,16,-1
p9nc975a,18,-1
p9nc975a,74,1
YqRyZQGs,67,-1
YqRyZQGs,13,-1
YqRyZQGs,7,-1
YqRyZQGs,55,1
YqRyZQGs,24,1
YqRyZQGs,77,1
YqRyZQGs,70,-1
YqRyZQGs,17,1
YqRyZQGs,93,-1
YqRyZQGs,47,1
YqRyZQGs,31,1
YqRyZQGs,105,1
YqRyZQGs,9,-1
YqRyZQGs,48,1
YqRyZQGs,68,1
YqRyZQGs,86,1
YqRyZQGs,27,1
YqRyZQGs,35,1
YqRyZQGs,98,1
YqRyZQGs,107,1
YqRyZQGs,115,1
YqRyZQGs,117,1
YqRyZQGs,80,1
YqRyZQGs,59,1
pClcr6Vm,64,-1
pClcr6Vm,65,-1
pClcr6Vm,73,-1
pClcr6Vm,8,-1
pClcr6Vm,12,-1
pClcr6Vm,3,1
pClcr6Vm,39,1
pClcr6Vm,80,1
pClcr6Vm,78,1
pClcr6Vm,91,1
pClcr6Vm,88,1
pClcr6Vm,113,1
pClcr6Vm,36,1
pClcr6Vm,24,1
pClcr6Vm,41,1
pClcr6Vm,23,1
pClcr6Vm,118,1
pClcr6Vm,109,1
pClcr6Vm,51,1
pClcr6Vm,105,1
pClcr6Vm,95,1
pClcr6Vm,43,1
pClcr6Vm,14,-1
pClcr6Vm,52,1
W8MeYNQ3,6,-1
W8MeYNQ3,29,1
W8MeYNQ3,84,1
W8MeYNQ3,106,1
W8MeYNQ3,70,-1
W8MeYNQ3,21,1
W8MeYNQ3,98,1
W8MeYNQ3,93,1
W8MeYNQ3,87,1
W8MeYNQ3,31,1
W8MeYNQ3,74,-1
W8MeYNQ3,18,-1
W8MeYNQ3,117,1
W8MeYNQ3,118,1
W8MeYNQ3,54,1
W8MeYNQ3,100,1
W8MeYNQ3,19,1
W8MeYNQ3,5,-1
W8MeYNQ3,41,1
W8MeYNQ3,33,1
W8MeYNQ3,60,-1
W8MeYNQ3,69,-1
W8MeYNQ3,57,1
W8MeYNQ3,49,1
bBtV8U2z,61,-1
bBtV8U2z,48,1
bBtV8U2z,34,1
bBtV8U2z,71,-1
bBtV8U2z,35,1
bBtV8U2z,27,-1
bBtV8U2z,108,1
bBtV8U2z,69,1
bBtV8U2z,97,1
bBtV8U2z,49,1
bBtV8U2z,20,-1
bBtV8U2z,109,-1
bBtV8U2z,19,-1
bBtV8U2z,117,1
bBtV8U2z,14,-1
bBtV8U2z,59,1
bBtV8U2z,76,1
bBtV8U2z,83,-1
bBtV8U2z,57,1
bBtV8U2z,9,-1
bBtV8U2z,115,1
bBtV8U2z,6,-1
bBtV8U2z,91,1
bBtV8U2z,80,1
RZlwNa7g,25,1
RZlwNa7g,6,-1
RZlwNa7g,57,1
RZlwNa7g,30,1
RZlwNa7g,112,1
RZlwNa7g,106,1
RZlwNa7g,49,1
RZlwNa7g,28,1
RZlwNa7g,89,1
RZlwNa7g,83,1
RZlwNa7g,108,1
RZlwNa7g,69,1
RZlwNa7g,97,1
RZlwNa7g,70,1
RZlwNa7g,18,1
RZlwNa7g,4,-1
RZlwNa7g,59,1
RZlwNa7g,36,1
RZlwNa7g,78,1
RZlwNa7g,118,1
RZlwNa7g,43,1
RZlwNa7g,60,-1
RZlwNa7g,98,1
RZlwNa7g,11,1
vnpSZrni,55,1
vnpSZrni,39,1
vnpSZrni,111,1
vnpSZrni,105,1
vnpSZrni,113,1
vnpSZrni,60,-1
vnpSZrni,33,1
vnpSZrni,68,1
vnpSZrni,59,1
vnpSZrni,103,-1
vnpSZrni,7,-1
vnpSZrni,92,1
vnpSZrni,12,1
vnpSZrni,75,1
vnpSZrni,80,1
vnpSZrni,9,-1
vnpSZrni,44,1
vnpSZrni,99,1
vnpSZrni,77,1
vnpSZrni,26,-1
vnpSZrni,14,-1
vnpSZrni,46,1
vnpSZrni,82,-1
vnpSZrni,27,-1
SkXIRJgp,20,-1
SkXIRJgp,30,1
SkXIRJgp,102,1
SkXIRJgp,110,1
SkXIRJgp,0,-1
SkXIRJgp,41,1
SkXIRJgp,44,1
SkXIRJgp,53,1
SkXIRJgp,104,1
SkXIRJgp,87,1
SkXIRJgp,38,1
SkXIRJgp,91,1
SkXIRJgp,114,1
SkXIRJgp,17,-1
SkXIRJgp,52,1
SkXIRJgp,83,-1
SkXIRJgp,64,-1
SkXIRJgp,74,-1
SkXIRJgp,78,1
SkXIRJgp,94,1
SkXIRJgp,68,1
SkXIRJgp,14,-1
SkXIRJgp,25,-1
SkXIRJgp,4,-1
AUSRe0uH,107,1
AUSRe0uH,30,1
AUSRe0uH,50,1
AUSRe0uH,92,-1
AUSRe0uH,34,1
AUSRe0uH,111,1
AUSRe0uH,51,1
AUSRe0uH,23,1
AUSRe0uH,19,1
AUSRe0uH,82,-1
AUSRe0uH,28,1
AUSRe0uH,47,1
AUSRe0uH,12,-1
AUSRe0uH,44,1
AUSRe0uH,0,-1
AUSRe0uH,96,-1
AUSRe0uH,110,-1
AUSRe0uH,60,-1
AUSRe0uH,1,-1
AUSRe0uH,106,1
AUSRe0uH,76,1
AUSRe0uH,85,-1
AUSRe0uH,61,-1
AUSRe0uH,78,1
AauFHygY,35,1
AauFHygY,27,1
AauFHygY,101,1
AauFHygY,17,1
AauFHygY,117,1
AauFHygY,45,1
AauFHygY,99,1
AauFHygY,4,-1
AauFHygY,9,-1
AauFHygY,83,1
AauFHygY,22,1
AauFHygY,96,1
AauFHygY,79,1
AauFHygY,109,1
AauFHygY,78,1
AauFHygY,52,1
AauFHygY,48,1
AauFHygY,86,1
AauFHygY,118,1
AauFHygY,66,-1
AauFHygY,50,1
AauFHygY,38,1
AauFHygY,14,-1
AauFHygY,60,-1
wReLEJDa,70,-1
wReLEJDa,86,1
wReLEJDa,7,-1
wReLEJDa,35,1
wReLEJDa,49,1
wReLEJDa,57,1
wReLEJDa,15,-1
wReLEJDa,81,-1
wReLEJDa,91,1
wReLEJDa,116,1
wReLEJDa,42,1
wReLEJDa,29,-1
wReLEJDa,67,-1
wReLEJDa,112,1
wReLEJDa,105,1
wReLEJDa,22,-1
wReLEJDa,93,-1
wReLEJDa,109,1
wReLEJDa,31,1
wReLEJDa,69,-1
wReLEJDa,6,-1
wReLEJDa,51,1
wReLEJDa,16,-1
wReLEJDa,73,-1
gQhAfFpb,46,1
gQhAfFpb,41,1
gQhAfFpb,91,1
gQhAfFpb,90,1
gQhAfFpb,2,-1
gQhAfFpb,12,-1
gQhAfFpb,31,1
gQhAfFpb,68,1
gQhAfFpb,63,-1
gQhAfFpb,109,1
gQhAfFpb,51,1
gQhAfFpb,110,1
gQhAfFpb,102,1
gQhAfFpb,53,1
gQhAfFpb,22,-1
gQhAfFpb,0,-1
gQhAfFpb,10,-1
gQhAfFpb,73,-1
gQhAfFpb,30,1
gQhAfFpb,24,1
gQhAfFpb,76,1
gQhAfFpb,116,1
gQhAfFpb,88,1
gQhAfFpb,85,1
6hFK7tsu,41,1
6hFK7tsu,1,-1
6hFK7tsu,76,-1
6hFK7tsu,105,-1
6hFK7tsu,11,1
6hFK7tsu,29,-1
6hFK7tsu,112,-1
6hFK7tsu,35,1
6hFK7tsu,107,1
6hFK7tsu,4,-1
6hFK7tsu,56,1
6hFK7tsu,42,1
6hFK7tsu,119,1
6hFK7tsu,63,-1
6hFK7tsu,77,-1
6hFK7tsu,80,1
6hFK7tsu,81,-1
6hFK7tsu,60,-1
6hFK7tsu,99,-1
6hFK7tsu,25,-1
6hFK7tsu,50,1
6hFK7tsu,96,-1
6hFK7tsu,38,1
6hFK7tsu,19,-1
5d0nuPzu,45,1
5d0nuPzu,13,-1
5d0nuPzu,101,1
5d0nuPzu,10,-1
5d0nuPzu,84,-1
5d0nuPzu,39,1
5d0nuPzu,4,-1
5d0nuPzu,8,-1
5d0nuPzu,117,1
5d0nuPzu,46,1
5d0nuPzu,79,-1
5d0nuPzu,52,1
5d0nuPzu,87,1
5d0nuPzu,55,1
5d0nuPzu,60,-1
5d0nuPzu,93,-1
5d0nuPzu,25,1
5d0nuPzu,24,1
5d0nuPzu,104,1
5d0nuPzu,90,-1
5d0nuPzu,69,1
5d0nuPzu,30,1
5d0nuPzu,72,-1
5d0nuPzu,113,1
sewWBRpo,40,1
sewWBRpo,5,-1
sewWBRpo,84,-1
sewWBRpo,57,1
sewWBRpo,90,1
sewWBRpo,101,1
sewWBRpo,76,1
sewWBRpo,103,1
sewWBRpo,38,1
sewWBRpo,50,1
sewWBRpo,46,1
sewWBRpo,9,-1
sewWBRpo,20,-1
sewWBRpo,33,1
sewWBRpo,88,1
sewWBRpo,12,-1
sewWBRpo,23,-1
sewWBRpo,113,1
sewWBRpo,117,1
sewWBRpo,79,1
sewWBRpo,14,-1
sewWBRpo,66,-1
sewWBRpo,95,1
sewWBRpo,64,-1
7aJmqQr0,13,1
7aJmqQr0,9,-1
7aJmqQr0,2,-1
7aJmqQr0,15,1
7aJmqQr0,49,1
7aJmqQr0,50,1
7aJmqQr0,59,1
7aJmqQr0,36,1
7aJmqQr0,29,1
7aJmqQr0,39,1
7aJmqQr0,45,1
7aJmqQr0,64,-1
7aJmqQr0,24,1
7aJmqQr0,66,-1
7aJmqQr0,71,-1
7aJmqQr0,78,1
7aJmqQr0,89,1
7aJmqQr0,90,-1
7aJmqQr0,83,-1
7aJmqQr0,103,-1
7aJmqQr0,104,-1
7aJmqQr0,110,1
7aJmqQr0,113,1
7aJmqQr0,96,-1
SRghKLlX,11,1
SRghKLlX,4,-1
SRghKLlX,2,-1
SRghKLlX,10,-1
SRghKLlX,38,1
SRghKLlX,20,-1
SRghKLlX,33,1
SRghKLlX,26,-1
SRghKLlX,46,1
SRghKLlX,54,1
SRghKLlX,77,-1
SRghKLlX,43,1
SRghKLlX,70,-1
SRghKLlX,52,1
SRghKLlX,60,-1
SRghKLlX,62,-1
SRghKLlX,95,-1
SRghKLlX,84,-1
SRghKLlX,108,1
SRghKLlX,101,1
SRghKLlX,111,-1
SRghKLlX,117,1
SRghKLlX,86,1
SRghKLlX,93,1
9QKYjXi3,55,1
9QKYjXi3,6,-1
9QKYjXi3,16,-1
9QKYjXi3,27,1
9QKYjXi3,47,1
9QKYjXi3,32,1
9QKYjXi3,28,1
9QKYjXi3,3,-1
9QKYjXi3,48,1
9QKYjXi3,50,1
9QKYjXi3,14,-1
9QKYjXi3,60,-1
9QKYjXi3,71,-1
9QKYjXi3,35,1
9QKYjXi3,63,-1
9QKYjXi3,70,-1
9QKYjXi3,89,1
9QKYjXi3,82,-1
9QKYjXi3,96,1
9QKYjXi3,99,1
9QKYjXi3,102,1
9QKYjXi3,108,1
9QKYjXi3,118,1
9QKYjXi3,111,1
hA9FgZkl,53,1
hA9FgZkl,6,-1
hA9FgZkl,7,-1
hA9FgZkl,92,-1
hA9FgZkl,63,-1
hA9FgZkl,29,1
hA9FgZkl,52,1
hA9FgZkl,26,1
hA9FgZkl,79,-1
hA9FgZkl,32,-1
hA9FgZkl,113,1
hA9FgZkl,84,1
hA9FgZkl,60,-1
hA9FgZkl,81,1
hA9FgZkl,110,1
hA9FgZkl,17,1
hA9FgZkl,98,1
hA9FgZkl,49,1
hA9FgZkl,39,1
hA9FgZkl,104,1
hA9FgZkl,13,1
hA9FgZkl,72,1
hA9FgZkl,107,1
hA9FgZkl,48,1
TafBmiB8,82,1
TafBmiB8,35,1
TafBmiB8,30,1
TafBmiB8,7,-1
TafBmiB8,66,-1
TafBmiB8,78,1
