workerId,Session,Study,treatmentId,taskId,comment,answer1,answer2,duration,startTime,submiTiime,answer,biasf
645504167604634b380f35fd,SESSION_ID:64f8ddf9cb6f2a6e1dfd70d0,STUDY_ID:64f8ce337b289a6b18812bbb,1,10,47,95,100,duration:18413,startTime:Wed Sep 06 2023 16:28:25 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:28:44 GMT-0400 (Eastern Daylight Time)},1,0.018867925
6117c048b6509f4c0729321b,SESSION_ID:64f8d6f3caae8c0eb8356cc0,STUDY_ID:64f8ce337b289a6b18812bbb,1,7,39,75,79,duration:22376,startTime:Wed Sep 06 2023 14:52:38 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 14:53:00 GMT-0500 (Central Daylight Time)},0.79,-0.151176471
63ea538fb9558d21e27d41b8,SESSION_ID:64f8e707a7c8046bcbfee42c,STUDY_ID:64f8ce337b289a6b18812bba,1,4,116,85,81,duration:56456,startTime:Wed Sep 06 2023 17:03:40 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 17:04:36 GMT-0400 (Eastern Daylight Time)},0.81,-0.19
612bdce27fe2b2cb696269f4,SESSION_ID:64f8d4067c8df9d1d5d66ba7,STUDY_ID:64f8ce337b289a6b18812bba,1,22,44,95,95,duration:8793,startTime:Wed Sep 06 2023 12:42:47 GMT-0700 (PDT),submitTime:Wed Sep 06 2023 12:42:56 GMT-0700 (PDT)},0.95,-0.031481481
63d7c7cc6818efd3fd8dfc80,SESSION_ID:64fb361eb9d6d42217ffaa87,STUDY_ID:64fb25990f2d04d645f0af85,1,7,1,1,0,duration:37840,startTime:Fri Sep 08 2023 10:04:08 GMT-0500 (Central Daylight Time),submitTime:Fri Sep 08 2023 10:04:46 GMT-0500 (Central Daylight Time)},0,-0.01754386
639a21660463f7343d9cee2b,SESSION_ID:64f9d27f1ba1b3f883dd44b8,STUDY_ID:64f9ca79054670dbff57b69b,1,8,96,95,100,duration:73516,startTime:Thu Sep 07 2023 09:56:07 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 09:57:21 GMT-0400 (Eastern Daylight Time)},1,0.230769231
5cffe60f6846ae00019d35ef,SESSION_ID:64f8887e25ea83f8f2033ec5,STUDY_ID:64f87d77f1db16f3b98108c2,1,8,43,95,95,duration:26553,startTime:Wed Sep 06 2023 10:17:12 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:17:38 GMT-0400 (Eastern Daylight Time)},0.95,-0.032142857
6138f7e0ad42e592ca5f2024,SESSION_ID:64f9d444358174e2ff80a47e,STUDY_ID:64f9ca79054670dbff57b69a,1,12,86,85,90,duration:38510,startTime:Thu Sep 07 2023 08:56:55 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 08:57:33 GMT-0500 (Central Daylight Time)},0.9,-0.012280702
6323e8ff54572f1c005051e7,SESSION_ID:64f8ddb0638c3b397b4996d9,STUDY_ID:64f8ce337b289a6b18812bba,1,14,56,75,80,duration:21913,startTime:Wed Sep 06 2023 15:19:57 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:20:18 GMT-0500 (Central Daylight Time)},0.8,-0.2
60370fb9821755a90ad3b880,SESSION_ID:64f9d42acf12c735afe0da40,STUDY_ID:64f9ca79054670dbff57b69a,1,19,76,5,2,duration:133752,startTime:Thu Sep 07 2023 09:58:42 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 10:00:56 GMT-0400 (Eastern Daylight Time)},0.02,-0.776296296
63d7c7cc6818efd3fd8dfc80,SESSION_ID:64fb361eb9d6d42217ffaa87,STUDY_ID:64fb25990f2d04d645f0af85,1,15,6,1,0,duration:17758,startTime:Fri Sep 08 2023 10:07:55 GMT-0500 (Central Daylight Time),submitTime:Fri Sep 08 2023 10:08:12 GMT-0500 (Central Daylight Time)},0,0
63e619e5820fec66c7514ec3,SESSION_ID:64f9d0ff81d9a15def17faa5,STUDY_ID:64f9ca79054670dbff57b69b,1,16,89,5,5,duration:5247,startTime:Thu Sep 07 2023 08:40:31 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 08:40:36 GMT-0500 (Central Daylight Time)},0.05,-0.53490566
60fe2c4662ca0c1aa5e6016a,SESSION_ID:64f8db2b09f6df82c9b9406c,STUDY_ID:64f8ce337b289a6b18812bbb,1,17,43,95,95,duration:7534,startTime:Wed Sep 06 2023 16:08:24 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:08:31 GMT-0400 (Eastern Daylight Time)},0.95,-0.032142857
641370f5a8d3826956778170,SESSION_ID:64fa337c9fe1fe2066fd0d2d,STUDY_ID:64fa1e7d676feb23d42ed75d,1,9,84,15,15,duration:13310,startTime:Thu Sep 07 2023 15:41:14 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 15:41:28 GMT-0500 (Central Daylight Time)},0.15,-0.465384615
5edaaffa2fb6186f3a7b4579,SESSION_ID:64fa33fff86cac1ff1e57948,STUDY_ID:64fa1e7d676feb23d42ed75d,1,18,59,95,100,duration:11907,startTime:Thu Sep 07 2023 13:45:04 GMT-0700 (Pacific Daylight Time),submitTime:Thu Sep 07 2023 13:45:16 GMT-0700 (Pacific Daylight Time)},1,0
641370f5a8d3826956778170,SESSION_ID:64fa337c9fe1fe2066fd0d2d,STUDY_ID:64fa1e7d676feb23d42ed75d,1,21,78,15,15,duration:7887,startTime:Thu Sep 07 2023 15:43:35 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 15:43:43 GMT-0500 (Central Daylight Time)},0.15,-0.664814815
5a6ff39ef660ae0001a9837e,SESSION_ID:64fa2d263d2e5fced62038f4,STUDY_ID:64fa1e7d676feb23d42ed75d,1,22,104,95,97,duration:15499,startTime:Thu Sep 07 2023 16:14:10 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 16:14:25 GMT-0400 (Eastern Daylight Time)},0.97,0.15
60ff26e2e30862fdb8531934,SESSION_ID:64f88f8ec8aef9128eaa1964,STUDY_ID:64f87d77f1db16f3b98108c3,1,17,94,15,20,duration:18347,startTime:Wed Sep 06 2023 10:49:58 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:50:16 GMT-0400 (Eastern Daylight Time)},0.2,-0.46
61645d805d7b358ed3e052a6,SESSION_ID:64f8e6e8966789969b702e61,STUDY_ID:64f8ce337b289a6b18812bba,1,2,119,95,97,duration:19519,startTime:Wed Sep 06 2023 14:57:39 GMT-0600 (Mountain Daylight Time),submitTime:Wed Sep 06 2023 14:57:58 GMT-0600 (Mountain Daylight Time)},0.97,-0.03
633c7424294f7a26710ca395,SESSION_ID:64f9d36e787646064cace52f,STUDY_ID:64f9ca79054670dbff57b69a,1,21,41,95,100,duration:7121,startTime:Thu Sep 07 2023 08:49:39 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 08:49:46 GMT-0500 (Central Daylight Time)},1,0.037037037
6310bdd0c04dd21ec4d97496,SESSION_ID:64f88b5ae9d456823ccf659b,STUDY_ID:64f87d77f1db16f3b98108c2,1,17,93,15,20,duration:11533,startTime:Wed Sep 06 2023 07:35:19 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 07:35:31 GMT-0700 (Pacific Daylight Time)},0.2,-0.403773585
61645d805d7b358ed3e052a6,SESSION_ID:64f8e6e8966789969b702e61,STUDY_ID:64f8ce337b289a6b18812bba,1,1,54,95,96,duration:41585,startTime:Wed Sep 06 2023 14:56:57 GMT-0600 (Mountain Daylight Time),submitTime:Wed Sep 06 2023 14:57:39 GMT-0600 (Mountain Daylight Time)},0.96,-0.020769231
641370f5a8d3826956778170,SESSION_ID:64fa337c9fe1fe2066fd0d2d,STUDY_ID:64fa1e7d676feb23d42ed75d,1,5,20,5,5,duration:9548,startTime:Thu Sep 07 2023 15:40:37 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 15:40:46 GMT-0500 (Central Daylight Time)},0.05,-0.106862745
5caab3f119731a00190bbbcd,SESSION_ID:64f8e1af5ff4e39136d98b85,STUDY_ID:64f8ce337b289a6b18812bbb,1,12,94,95,98,duration:9066,startTime:Wed Sep 06 2023 15:39:32 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:39:41 GMT-0500 (Central Daylight Time)},0.98,0.32
5a6ff39ef660ae0001a9837e,SESSION_ID:64fa2d263d2e5fced62038f4,STUDY_ID:64fa1e7d676feb23d42ed75d,1,19,13,45,44,duration:14197,startTime:Thu Sep 07 2023 16:13:26 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 16:13:40 GMT-0400 (Eastern Daylight Time)},0.44,-0.156153846
5e6a285eb7c24208ef1b9569,SESSION_ID:64fa29d575bda03db5ddd020,STUDY_ID:64fa1e7d676feb23d42ed75d,1,15,11,75,75,duration:14945,startTime:Thu Sep 07 2023 16:00:55 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 16:01:10 GMT-0400 (Eastern Daylight Time)},0.75,0.013157895
5dc592c6aa431440aa755d5b,SESSION_ID:64fa2e0a6ca417823fd117ed,STUDY_ID:64fa1e7d676feb23d42ed75d,1,19,31,95,97,duration:8992,startTime:Thu Sep 07 2023 15:15:16 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 15:15:25 GMT-0500 (Central Daylight Time)},0.97,0.024545455
63cf4f4722d1c48cef8b0b10,SESSION_ID:64f9cbcc7aca7019d05ad974,STUDY_ID:64f9ca79054670dbff57b69a,1,9,4,1,0,duration:10272,startTime:Thu Sep 07 2023 09:14:31 GMT-0400 (EDT),submitTime:Thu Sep 07 2023 09:14:42 GMT-0400 (EDT)},0,-0.02
61099b4c0e17f05142f54a2d,SESSION_ID:64f8d0a56a1ab08a26ddaeab,STUDY_ID:64f8ce337b289a6b18812bba,1,6,0,1,0,duration:12025,startTime:Wed Sep 06 2023 15:21:51 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 15:22:03 GMT-0400 (Eastern Daylight Time)},0,0
616625112409e9e6c32a82a7,SESSION_ID:64fa31fdb0d8991cbb236198,STUDY_ID:64fa1e7d676feb23d42ed75d,1,6,104,55,60,duration:29445,startTime:Thu Sep 07 2023 13:30:50 GMT-0700 (Pacific Daylight Time),submitTime:Thu Sep 07 2023 13:31:20 GMT-0700 (Pacific Daylight Time)},0.6,-0.22
631916ad7afacf6bf7b9a0f6,SESSION_ID:64f8e5b02f4ee19dafb9b7e7,STUDY_ID:64f8ce337b289a6b18812bba,1,6,65,1,0,duration:12696,startTime:Wed Sep 06 2023 13:57:45 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 13:57:58 GMT-0700 (Pacific Daylight Time)},0,-0.016666667
6105e4e2b57f170990f20593,SESSION_ID:64fa30d46678ac30bcb85574,STUDY_ID:64fa1e7d676feb23d42ed75d,1,18,44,25,25,duration:14987,startTime:Thu Sep 07 2023 13:37:18 GMT-0700 (Mountain Standard Time),submitTime:Thu Sep 07 2023 13:37:33 GMT-0700 (Mountain Standard Time)},0.25,-0.731481481
6348801ddd19d0c7bfddac73,SESSION_ID:64f8e425bcf9c4d9178e7195,STUDY_ID:64f8ce337b289a6b18812bbb,1,18,76,15,17,duration:27051,startTime:Wed Sep 06 2023 16:57:22 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:57:49 GMT-0400 (Eastern Daylight Time)},0.17,-0.626296296
5f9b7861ba641d39dfde5fa3,SESSION_ID:64f889daf03fdc5c3d24aab0,STUDY_ID:64f87d77f1db16f3b98108c2,1,3,0,1,0,duration:49647,startTime:Wed Sep 06 2023 10:35:26 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:36:16 GMT-0400 (Eastern Daylight Time)},0,0
641361951f32a46c07479b33,SESSION_ID:64fb3a99b063b6bf5a4b268d,STUDY_ID:64fb25990f2d04d645f0af85,1,7,62,5,5,duration:6499,startTime:Fri Sep 08 2023 11:17:49 GMT-0400 (Eastern Daylight Time),submitTime:Fri Sep 08 2023 11:17:55 GMT-0400 (Eastern Daylight Time)},0.05,0.05
60234c1d5a0cf81cba76ce5d,SESSION_ID:64fa34397c538b0bdcb305b4,STUDY_ID:64fa1e7d676feb23d42ed75d,1,1,74,15,15,duration:54286,startTime:Thu Sep 07 2023 16:39:22 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 16:40:16 GMT-0400 (Eastern Daylight Time)},0.15,-0.332142857
641370f5a8d3826956778170,SESSION_ID:64fa337c9fe1fe2066fd0d2d,STUDY_ID:64fa1e7d676feb23d42ed75d,1,8,70,1,0,duration:7959,startTime:Thu Sep 07 2023 15:41:06 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 15:41:14 GMT-0500 (Central Daylight Time)},0,-0.406779661
5e146ae30db892a7d9c12265,SESSION_ID:64f9d49044798a2ee6505b79,STUDY_ID:64f9ca79054670dbff57b69b,1,20,81,65,65,duration:27364,startTime:Thu Sep 07 2023 09:56:04 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 09:56:32 GMT-0400 (Eastern Daylight Time)},0.65,0.167857143
60370fb9821755a90ad3b880,SESSION_ID:64f9d42acf12c735afe0da40,STUDY_ID:64f9ca79054670dbff57b69a,1,4,81,5,6,duration:18692,startTime:Thu Sep 07 2023 09:52:08 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 09:52:27 GMT-0400 (Eastern Daylight Time)},0.06,-0.422142857
5b53e95f4bbe600001465c18,SESSION_ID:64f9d7330a06735fe7ad8b80,STUDY_ID:64f9ca79054670dbff57b69b,1,18,25,65,70,duration:15304,startTime:Thu Sep 07 2023 10:19:04 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 10:19:19 GMT-0400 (Eastern Daylight Time)},0.7,0.142307692
60234c1d5a0cf81cba76ce5d,SESSION_ID:64fa34397c538b0bdcb305b4,STUDY_ID:64fa1e7d676feb23d42ed75d,1,20,78,45,45,duration:19997,startTime:Thu Sep 07 2023 16:49:16 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 16:49:36 GMT-0400 (Eastern Daylight Time)},0.45,-0.364814815
645504167604634b380f35fd,SESSION_ID:64f8ddf9cb6f2a6e1dfd70d0,STUDY_ID:64f8ce337b289a6b18812bbb,1,19,107,5,2,duration:22051,startTime:Wed Sep 06 2023 16:31:59 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:32:21 GMT-0400 (Eastern Daylight Time)},0.02,-0.961481481
63d3f95bba922834f0e8ac39,SESSION_ID:64f8822029466eda28fa9505,STUDY_ID:64f87d77f1db16f3b98108c2,1,1,98,25,24,duration:27217,startTime:Wed Sep 06 2023 09:45:29 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 09:45:56 GMT-0400 (Eastern Daylight Time)},0.24,-0.639310345
6138f7e0ad42e592ca5f2024,SESSION_ID:64f9d444358174e2ff80a47e,STUDY_ID:64f9ca79054670dbff57b69a,1,17,8,1,0,duration:29678,startTime:Thu Sep 07 2023 08:59:13 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 08:59:43 GMT-0500 (Central Daylight Time)},0,0
5bc0c37d93ca500001adca49,SESSION_ID:64f8e61d9cdf4b2e99e7542a,STUDY_ID:64f8ce337b289a6b18812bba,1,2,69,55,57,duration:10628,startTime:Wed Sep 06 2023 16:52:29 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:52:40 GMT-0400 (Eastern Daylight Time)},0.57,-0.026491228
6105e4e2b57f170990f20593,SESSION_ID:64fa30d46678ac30bcb85574,STUDY_ID:64fa1e7d676feb23d42ed75d,1,20,12,1,0,duration:74762,startTime:Thu Sep 07 2023 13:37:53 GMT-0700 (Mountain Standard Time),submitTime:Thu Sep 07 2023 13:39:08 GMT-0700 (Mountain Standard Time)},0,-0.039215686
6348801ddd19d0c7bfddac73,SESSION_ID:64f8e425bcf9c4d9178e7195,STUDY_ID:64f8ce337b289a6b18812bbb,1,23,72,15,17,duration:23287,startTime:Wed Sep 06 2023 16:59:30 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:59:53 GMT-0400 (Eastern Daylight Time)},0.17,0.097272727
5b53e95f4bbe600001465c18,SESSION_ID:64f9d7330a06735fe7ad8b80,STUDY_ID:64f9ca79054670dbff57b69b,1,3,51,65,70,duration:10615,startTime:Thu Sep 07 2023 10:14:58 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 10:15:08 GMT-0400 (Eastern Daylight Time)},0.7,-0.280769231
58ae45f35e63bf00013b530e,SESSION_ID:64f8e63cd0eafe6826033eb1,STUDY_ID:64f8ce337b289a6b18812bbb,1,20,97,65,61,duration:19326,startTime:Wed Sep 06 2023 14:03:16 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 14:03:35 GMT-0700 (Pacific Daylight Time)},0.61,-0.34
63d3f95bba922834f0e8ac39,SESSION_ID:64f8822029466eda28fa9505,STUDY_ID:64f87d77f1db16f3b98108c2,1,8,14,45,44,duration:16526,startTime:Wed Sep 06 2023 09:48:48 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 09:49:05 GMT-0400 (Eastern Daylight Time)},0.44,0.345660377
5d51444f292b750001583e28,SESSION_ID:64f9d3cb2428e25f181425f4,STUDY_ID:64f9ca79054670dbff57b69a,1,9,7,5,2,duration:90528,startTime:Thu Sep 07 2023 09:56:48 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 09:58:19 GMT-0400 (Eastern Daylight Time)},0.02,-0.036603774
5f9b7861ba641d39dfde5fa3,SESSION_ID:64f889daf03fdc5c3d24aab0,STUDY_ID:64f87d77f1db16f3b98108c2,1,18,114,1,0,duration:44941,startTime:Wed Sep 06 2023 10:50:55 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:51:40 GMT-0400 (Eastern Daylight Time)},0,-0.921568627
5e6a285eb7c24208ef1b9569,SESSION_ID:64fa29d575bda03db5ddd020,STUDY_ID:64fa1e7d676feb23d42ed75d,1,13,0,1,0,duration:11849,startTime:Thu Sep 07 2023 16:00:00 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 16:00:12 GMT-0400 (Eastern Daylight Time)},0,0
6345c5134fb2b5e288ae94e9,SESSION_ID:64fa304113aab933aefd4eee,STUDY_ID:64fa1e7d676feb23d42ed75d,1,12,95,85,86,duration:12287,startTime:Thu Sep 07 2023 16:25:54 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 16:26:06 GMT-0400 (Eastern Daylight Time)},0.86,0.150909091
5dc592c6aa431440aa755d5b,SESSION_ID:64fa2e0a6ca417823fd117ed,STUDY_ID:64fa1e7d676feb23d42ed75d,1,20,0,5,8,duration:11275,startTime:Thu Sep 07 2023 15:15:25 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 15:15:37 GMT-0500 (Central Daylight Time)},0.08,0.08
5dc592c6aa431440aa755d5b,SESSION_ID:64fa2e0a6ca417823fd117ed,STUDY_ID:64fa1e7d676feb23d42ed75d,1,4,113,65,69,duration:12509,startTime:Thu Sep 07 2023 15:11:58 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 15:12:10 GMT-0500 (Central Daylight Time)},0.69,-0.291132075
6138f7e0ad42e592ca5f2024,SESSION_ID:64f9d444358174e2ff80a47e,STUDY_ID:64f9ca79054670dbff57b69a,1,16,101,95,100,duration:16301,startTime:Thu Sep 07 2023 08:58:57 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 08:59:13 GMT-0500 (Central Daylight Time)},1,0.019607843
55884c0dfdf99b4020ba0a1b,SESSION_ID:64fa214a48fdd2e93e2e356a,STUDY_ID:64fa1e7d676feb23d42ed75d,1,23,12,1,0,duration:29519,startTime:Thu Sep 07 2023 14:26:17 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 14:26:46 GMT-0500 (Central Daylight Time)},0,-0.039215686
60ae888883acfc2413cc459b,SESSION_ID:64f8892ef02bde3b9d0495d1,STUDY_ID:64f87d77f1db16f3b98108c3,1,23,5,1,0,duration:10269,startTime:Wed Sep 06 2023 10:24:10 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:24:21 GMT-0400 (Eastern Daylight Time)},0,0
645b64a4db6c2fa817932d6e,SESSION_ID:64f8e104514d7136f1b875a5,STUDY_ID:64f8ce337b289a6b18812bbb,1,3,73,65,70,duration:102179,startTime:Wed Sep 06 2023 15:37:38 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:39:20 GMT-0500 (Central Daylight Time)},0.7,0.377966102
60ff26e2e30862fdb8531934,SESSION_ID:64f88f8ec8aef9128eaa1964,STUDY_ID:64f87d77f1db16f3b98108c3,1,9,62,1,0,duration:10493,startTime:Wed Sep 06 2023 10:47:29 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:47:39 GMT-0400 (Eastern Daylight Time)},0,0
57962a6e2fc0d400012c808e,SESSION_ID:64f88aeeeb907de7aae09cfb,STUDY_ID:64f87d77f1db16f3b98108c3,1,2,89,5,10,duration:16680,startTime:Wed Sep 06 2023 10:29:06 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:29:23 GMT-0400 (Eastern Daylight Time)},0.1,-0.48490566
58ae45f35e63bf00013b530e,SESSION_ID:64f8e63cd0eafe6826033eb1,STUDY_ID:64f8ce337b289a6b18812bbb,1,5,110,65,69,duration:34700,startTime:Wed Sep 06 2023 13:58:20 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 13:58:54 GMT-0700 (Pacific Daylight Time)},0.69,-0.198888889
5c961ee66357fb0001ef4b4a,SESSION_ID:64f88c5fb5c6a24878aa194e,STUDY_ID:64f87d77f1db16f3b98108c2,1,10,98,5,2,duration:27890,startTime:Wed Sep 06 2023 10:35:46 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:36:14 GMT-0400 (Eastern Daylight Time)},0.02,-0.859310345
63e619e5820fec66c7514ec3,SESSION_ID:64f9d0ff81d9a15def17faa5,STUDY_ID:64f9ca79054670dbff57b69b,1,6,76,45,45,duration:3928,startTime:Thu Sep 07 2023 08:35:46 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 08:35:50 GMT-0500 (Central Daylight Time)},0.45,-0.346296296
6105e4e2b57f170990f20593,SESSION_ID:64fa30d46678ac30bcb85574,STUDY_ID:64fa1e7d676feb23d42ed75d,1,10,64,1,0,duration:46578,startTime:Thu Sep 07 2023 13:29:30 GMT-0700 (Mountain Standard Time),submitTime:Thu Sep 07 2023 13:30:17 GMT-0700 (Mountain Standard Time)},0,0
61645d805d7b358ed3e052a6,SESSION_ID:64f8e6e8966789969b702e61,STUDY_ID:64f8ce337b289a6b18812bba,1,17,0,5,5,duration:11364,startTime:Wed Sep 06 2023 15:02:36 GMT-0600 (Mountain Daylight Time),submitTime:Wed Sep 06 2023 15:02:47 GMT-0600 (Mountain Daylight Time)},0.05,0.05
60234c1d5a0cf81cba76ce5d,SESSION_ID:64fa34397c538b0bdcb305b4,STUDY_ID:64fa1e7d676feb23d42ed75d,1,18,47,95,100,duration:19670,startTime:Thu Sep 07 2023 16:48:15 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 16:48:34 GMT-0400 (Eastern Daylight Time)},1,0.018867925
5a216247c3e60a0001780c42,SESSION_ID:64f9d45e239d385293e0da47,STUDY_ID:64f9ca79054670dbff57b69b,1,13,9,1,0,duration:7805,startTime:Thu Sep 07 2023 08:53:08 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 08:53:16 GMT-0500 (Central Daylight Time)},0,0
5a216247c3e60a0001780c42,SESSION_ID:64f9d45e239d385293e0da47,STUDY_ID:64f9ca79054670dbff57b69b,1,15,28,75,75,duration:27167,startTime:Thu Sep 07 2023 08:53:25 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 08:53:52 GMT-0500 (Central Daylight Time)},0.75,-0.231481481
631639fab96f950c32505935,SESSION_ID:64fa2eeef26311b078de3f19,STUDY_ID:64fa1e7d676feb23d42ed75d,1,4,92,55,59,duration:23836,startTime:Thu Sep 07 2023 13:16:23 GMT-0700 (Mountain Standard Time),submitTime:Thu Sep 07 2023 13:16:47 GMT-0700 (Mountain Standard Time)},0.59,-0.063846154
61099b4c0e17f05142f54a2d,SESSION_ID:64f8d0a56a1ab08a26ddaeab,STUDY_ID:64f8ce337b289a6b18812bba,1,5,79,35,35,duration:14379,startTime:Wed Sep 06 2023 15:21:37 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 15:21:51 GMT-0400 (Eastern Daylight Time)},0.35,-0.01
642727be26e2e928b64f0ab0,SESSION_ID:64f88f77b23d2542e19ad904,STUDY_ID:64f87d77f1db16f3b98108c3,1,1,56,95,100,duration:96123,startTime:Wed Sep 06 2023 10:42:59 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:44:35 GMT-0400 (Eastern Daylight Time)},1,0
5e77d216e2ce7c0849880e65,SESSION_ID:64fa22e2e0a73ed760ddd04e,STUDY_ID:64fa1e7d676feb23d42ed75d,1,3,82,65,65,duration:34759,startTime:Thu Sep 07 2023 14:27:29 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 14:28:03 GMT-0500 (Central Daylight Time)},0.65,0.140196078
5cfc38f7ee119e001803dd01,SESSION_ID:64f8e5ba19b5ef827f5ac7c5,STUDY_ID:64f8ce337b289a6b18812bba,1,8,69,5,5,duration:12725,startTime:Wed Sep 06 2023 16:51:40 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:51:52 GMT-0400 (Eastern Daylight Time)},0.05,-0.546491228
5e7e659ae47a3d5249d9bd9e,SESSION_ID:64fa28e1f53fa11ac9b2b1ef,STUDY_ID:64fa1e7d676feb23d42ed75d,1,15,49,85,81,duration:17918,startTime:Thu Sep 07 2023 15:53:24 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 15:53:41 GMT-0400 (Eastern Daylight Time)},0.81,-0.19
610f615654fdbcac0f485a9d,SESSION_ID:64f9d7412128cc5e2d084e51,STUDY_ID:64f9ca79054670dbff57b69b,1,10,83,45,50,duration:10968,startTime:Thu Sep 07 2023 10:06:39 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 10:06:50 GMT-0400 (Eastern Daylight Time)},0.5,-0.074074074
63d8352e4565d58f6e88cf09,SESSION_ID:64f8900ec574e454a02c25c8,STUDY_ID:64f87d77f1db16f3b98108c2,1,4,53,95,98,duration:17514,startTime:Wed Sep 06 2023 10:46:50 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:47:07 GMT-0400 (Eastern Daylight Time)},0.98,-0.02
641361951f32a46c07479b33,SESSION_ID:64fb3a99b063b6bf5a4b268d,STUDY_ID:64fb25990f2d04d645f0af85,1,2,78,55,55,duration:9516,startTime:Fri Sep 08 2023 11:17:04 GMT-0400 (Eastern Daylight Time),submitTime:Fri Sep 08 2023 11:17:14 GMT-0400 (Eastern Daylight Time)},0.55,-0.264814815
